ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
5,295,3,yirmi dört-otuz altı,Bu yıl yirmi dört kişi işe alınmayacak.,Bu yıl otuz altı kişi işe alınmayacak.,entailment,0
5,295,4,yirmi dört-otuz altı,Bu yıl otuz altı kişi işe alınacak.,Bu yıl yirmi dört kişi işe alınacak.,entailment,0
5,295,5,yirmi dört-otuz altı,Bu yıl otuz altı kişi işe alınmayacak.,Bu yıl yirmi dört kişi işe alınmayacak.,neutral,1
5,295,6,yirmi dört-otuz altı,Bu yıl yirmi dört kişi işe alınacak.,Bu yıl otuz altı kişi işe alınacak.,neutral,1
5,295,7,yirmi dört-otuz altı,Bu yıl otuz altı kişi işe alınacak.,Bu yıl yirmi dört kişi işe alınmayacak.,contradiction,2
5,295,8,yirmi dört-otuz altı,Bu yıl yirmi dört kişi işe alınmayacak.,Bu yıl otuz altı kişi işe alınacak.,contradiction,2
5,295,9,yirmi dört-otuz altı-c,Bu yıl yirmi dört kişi işe alınmayacak.,Bu yıl yirmi dört kişiden azı işe alınacak.,implicature,3
5,295,10,yirmi dört-otuz altı-c,Bu yıl yirmi dört kişi işe alınmayacak.,Bu yıl en fazla yirmi üç kişi işe alınacak.,implicature,3
5,295,11,yirmi dört-otuz altı-c,Bu yıl yirmi dört kişi işe alınmayacak.,Bu yıl en az bir kişi işe alınacak.,implicature,3
3,199,1,bazı-bütün,Bazı kokuları ayırt etmiştim.,Bütün kokuları ayırt edememiştim.,implicature,3
3,199,2,bazı-bütün,Bütün kokuları ayırt edememiştim.,Bazı kokuları ayırt etmiştim.,implicature,3
3,199,3,bazı-bütün,Hiçbir kokuyu ayırt edememiştim.,Bütün kokuları ayırt edememiştim.,entailment,0
3,199,4,bazı-bütün,Bütün kokuları ayırt etmiştim.,Bazı kokuları ayırt etmiştim.,entailment,0
3,199,5,bazı-bütün,Bütün kokuları ayırt edememiştim.,Hiçbir kokuyu ayırt edememiştim.,neutral,1
3,199,6,bazı-bütün,Bazı kokuları ayırt etmiştim.,Bütün kokuları ayırt etmiştim.,neutral,1
3,199,7,bazı-bütün,Bütün kokuları ayırt etmiştim.,Hiçbir kokuyu ayırt edememiştim.,contradiction,2
3,199,8,bazı-bütün,Hiçbir kokuyu ayırt edememiştim.,Bütün kokuları ayırt etmiştim.,contradiction,2
3,81,1,birkaç-tüm,Restoranların birkaçı boykota katılmış.,Restoranların tümü boykota katılmamış.,implicature,3
3,81,2,birkaç-tüm,Restoranların tümü boykota katılmamış.,Restoranların birkaçı boykota katılmış.,implicature,3
3,81,3,birkaç-tüm,Restoranların hiçbiri boykota katılmamış.,Restoranların tümü boykota katılmamış.,entailment,0
3,81,4,birkaç-tüm,Restoranların tümü boykota katılmış.,Restoranların birkaçı boykota katılmış.,entailment,0
3,81,5,birkaç-tüm,Restoranların tümü boykota katılmamış.,Restoranların hiçbiri boykota katılmamış.,neutral,1
3,81,6,birkaç-tüm,Restoranların birkaçı boykota katılmış.,Restoranların tümü boykota katılmış.,neutral,1
3,81,7,birkaç-tüm,Restoranların tümü boykota katılmış.,Restoranların hiçbiri boykota katılmamış.,contradiction,2
3,81,8,birkaç-tüm,Restoranların hiçbiri boykota katılmamış.,Restoranların tümü boykota katılmış.,contradiction,2
4,100,1,muhtemelen-kesin,Sokak aralarını muhtemelen kontrol ederler.,Sokak aralarını kontrol edecekleri kesin değil.,implicature,3
4,100,2,muhtemelen-kesin,Sokak aralarını kontrol edecekleri kesin değil.,Sokak aralarını muhtemelen kontrol ederler.,implicature,3
4,100,3,muhtemelen-kesin,Sokak aralarını muhtemelen kontrol etmezler.,Sokak aralarını kontrol edecekleri kesin değil.,entailment,0
4,100,4,muhtemelen-kesin,Sokak aralarını kontrol edecekleri kesin.,Sokak aralarını muhtemelen kontrol ederler.,entailment,0
4,100,5,muhtemelen-kesin,Sokak aralarını kontrol edecekleri kesin değil.,Sokak aralarını muhtemelen kontrol etmezler.,neutral,1
4,100,6,muhtemelen-kesin,Sokak aralarını muhtemelen kontrol ederler.,Sokak aralarını kontrol edecekleri kesin.,neutral,1
4,100,7,muhtemelen-kesin,Sokak aralarını kontrol edecekleri kesin.,Sokak aralarını muhtemelen kontrol etmezler.,contradiction,2
4,100,8,muhtemelen-kesin,Sokak aralarını muhtemelen kontrol etmezler.,Sokak aralarını kontrol edecekleri kesin.,contradiction,2
1,233,1,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz.,İlkine kıyasla bu düğününde cereyan eden olaylar vahim değil.,implicature,3
1,233,2,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar vahim değil.,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz.,implicature,3
1,233,3,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz değil.,İlkine kıyasla bu düğününde cereyan eden olaylar vahim değil.,entailment,0
1,233,4,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar vahim.,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz.,entailment,0
1,233,5,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar vahim değil.,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz değil.,neutral,1
1,233,6,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz.,İlkine kıyasla bu düğününde cereyan eden olaylar vahim.,neutral,1
1,233,7,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar vahim.,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz değil.,contradiction,2
1,233,8,talihsiz-vahim,İlkine kıyasla bu düğününde cereyan eden olaylar talihsiz değil.,İlkine kıyasla bu düğününde cereyan eden olaylar vahim.,contradiction,2
1,168,1,makul-harikulade,Refah düzeyimizi arttırma planların makul.,Refah düzeyimizi arttırma planların harikulade değil.,implicature,3
1,168,2,makul-harikulade,Refah düzeyimizi arttırma planların harikulade değil.,Refah düzeyimizi arttırma planların makul.,implicature,3
1,168,3,makul-harikulade,Refah düzeyimizi arttırma planların makul değil.,Refah düzeyimizi arttırma planların harikulade değil.,entailment,0
1,168,4,makul-harikulade,Refah düzeyimizi arttırma planların harikulade.,Refah düzeyimizi arttırma planların makul.,entailment,0
1,168,5,makul-harikulade,Refah düzeyimizi arttırma planların harikulade değil.,Refah düzeyimizi arttırma planların makul değil.,neutral,1
1,168,6,makul-harikulade,Refah düzeyimizi arttırma planların makul.,Refah düzeyimizi arttırma planların harikulade.,neutral,1
1,168,7,makul-harikulade,Refah düzeyimizi arttırma planların harikulade.,Refah düzeyimizi arttırma planların makul değil.,contradiction,2
1,168,8,makul-harikulade,Refah düzeyimizi arttırma planların makul değil.,Refah düzeyimizi arttırma planların harikulade.,contradiction,2
5,140,1,on-on iki,Bu ülkenin on tane dağı var.,Bu ülkenin on iki tane dağı yok.,implicature,3
5,140,2,on-on iki,Bu ülkenin ondan fazla tane dağı yok.,Bu ülkenin on tane dağı var.,implicature,3
5,140,3,on-on iki,Bu ülkenin on tane dağı yok.,Bu ülkenin on iki tane dağı yok.,entailment,0
5,140,4,on-on iki,Bu ülkenin on iki tane dağı var.,Bu ülkenin on tane dağı var.,entailment,0
5,140,5,on-on iki,Bu ülkenin on iki tane dağı yok.,Bu ülkenin on tane dağı yok.,neutral,1
5,140,6,on-on iki,Bu ülkenin on tane dağı var.,Bu ülkenin on iki tane dağı var.,neutral,1
5,140,7,on-on iki,Bu ülkenin on iki tane dağı var.,Bu ülkenin on tane dağı yok.,contradiction,2
5,140,8,on-on iki,Bu ülkenin on tane dağı yok.,Bu ülkenin on iki tane dağı var.,contradiction,2
5,140,9,on-on iki-c,Bu ülkenin on tane dağı yok.,Bu ülkenin ondan az dağı var.,implicature,3
5,140,10,on-on iki-c,Bu ülkenin on tane dağı yok.,Bu ülkenin en fazla dokuz dağı var.,implicature,3
5,140,11,on-on iki-c,Bu ülkenin on tane dağı yok.,Bu ülkenin en az bir tane dağı var.,implicature,3
2,311,1,seslenmek-bağırmak,Uyarı amaçlı dostlarına seslendi.,Uyarı amaçlı dostlarına bağırmadı.,implicature,3
2,311,2,seslenmek-bağırmak,Uyarı amaçlı dostlarına bağırmadı.,Uyarı amaçlı dostlarına seslendi.,implicature,3
2,311,3,seslenmek-bağırmak,Uyarı amaçlı dostlarına seslenmedi.,Uyarı amaçlı dostlarına bağırmadı.,entailment,0
2,311,4,seslenmek-bağırmak,Uyarı amaçlı dostlarına bağırdı.,Uyarı amaçlı dostlarına seslendi.,entailment,0
2,311,5,seslenmek-bağırmak,Uyarı amaçlı dostlarına bağırmadı.,Uyarı amaçlı dostlarına seslenmedi.,neutral,1
2,311,6,seslenmek-bağırmak,Uyarı amaçlı dostlarına seslendi.,Uyarı amaçlı dostlarına bağırdı.,neutral,1
2,311,7,seslenmek-bağırmak,Uyarı amaçlı dostlarına bağırdı.,Uyarı amaçlı dostlarına seslenmedi.,contradiction,2
2,311,8,seslenmek-bağırmak,Uyarı amaçlı dostlarına seslenmedi.,Uyarı amaçlı dostlarına bağırdı.,contradiction,2
3,325,1,biraz-çok,Telefon konuşmalarının birazını kaydetmiş.,Telefon konuşmalarının çoğunu kaydetmemiş.,implicature,3
3,325,2,biraz-çok,Telefon konuşmalarının çoğunu kaydetmemiş.,Telefon konuşmalarının birazını kaydetmiş.,implicature,3
3,325,3,biraz-çok,Telefon konuşmalarının hiçbir kısmını kaydetmemiş.,Telefon konuşmalarının çoğunu kaydetmemiş.,entailment,0
3,325,4,biraz-çok,Telefon konuşmalarının çoğunu kaydetmiş.,Telefon konuşmalarının birazını kaydetmiş.,entailment,0
3,325,5,biraz-çok,Telefon konuşmalarının çoğunu kaydetmemiş.,Telefon konuşmalarının hiçbir kısmını kaydetmemiş.,neutral,1
3,325,6,biraz-çok,Telefon konuşmalarının birazını kaydetmiş.,Telefon konuşmalarının çoğunu kaydetmiş.,neutral,1
3,325,7,biraz-çok,Telefon konuşmalarının çoğunu kaydetmiş.,Telefon konuşmalarının hiçbir kısmını kaydetmemiş.,contradiction,2
3,325,8,biraz-çok,Telefon konuşmalarının hiçbir kısmını kaydetmemiş.,Telefon konuşmalarının çoğunu kaydetmiş.,contradiction,2
5,156,1,on beş-yirmi,Bahçede on beş ağacı suladım.,Bahçede yirmi ağacı sulamadım.,implicature,3
5,156,2,on beş-yirmi,Bahçede on beşten fazla ağacı sulamadım.,Bahçede on beş ağacı suladım.,implicature,3
5,156,3,on beş-yirmi,Bahçede on beş ağacı sulamadım.,Bahçede yirmi ağacı sulamadım.,entailment,0
5,156,4,on beş-yirmi,Bahçede yirmi ağacı suladım.,Bahçede on beş ağacı suladım.,entailment,0
5,156,5,on beş-yirmi,Bahçede yirmi ağacı sulamadım.,Bahçede on beş ağacı sulamadım.,neutral,1
5,156,6,on beş-yirmi,Bahçede on beş ağacı suladım.,Bahçede yirmi ağacı suladım.,neutral,1
5,156,7,on beş-yirmi,Bahçede yirmi ağacı suladım.,Bahçede on beş ağacı sulamadım.,contradiction,2
5,156,8,on beş-yirmi,Bahçede on beş ağacı sulamadım.,Bahçede yirmi ağacı suladım.,contradiction,2
5,156,9,on beş-yirmi-c,Bahçede on beş ağacı sulamadım.,Bahçede on beşten az ağacı suladım.,implicature,3
5,156,10,on beş-yirmi-c,Bahçede on beş ağacı sulamadım.,Bahçede en fazla on dört ağacı suladım.,implicature,3
5,156,11,on beş-yirmi-c,Bahçede on beş ağacı sulamadım.,Bahçede en az bir tane ağacı suladım.,implicature,3
1,152,1,makul-harikulade,İnovasyon ekibinin fikirleri makul.,İnovasyon ekibinin fikirleri harikulade değil.,implicature,3
1,152,2,makul-harikulade,İnovasyon ekibinin fikirleri harikulade değil.,İnovasyon ekibinin fikirleri makul.,implicature,3
1,152,3,makul-harikulade,İnovasyon ekibinin fikirleri makul değil.,İnovasyon ekibinin fikirleri harikulade değil.,entailment,0
1,152,4,makul-harikulade,İnovasyon ekibinin fikirleri harikulade.,İnovasyon ekibinin fikirleri makul.,entailment,0
1,152,5,makul-harikulade,İnovasyon ekibinin fikirleri harikulade değil.,İnovasyon ekibinin fikirleri makul değil.,neutral,1
1,152,6,makul-harikulade,İnovasyon ekibinin fikirleri makul.,İnovasyon ekibinin fikirleri harikulade.,neutral,1
1,152,7,makul-harikulade,İnovasyon ekibinin fikirleri harikulade.,İnovasyon ekibinin fikirleri makul değil.,contradiction,2
1,152,8,makul-harikulade,İnovasyon ekibinin fikirleri makul değil.,İnovasyon ekibinin fikirleri harikulade.,contradiction,2
4,17,1,muhtemelen-kesin,Bu köyde muhtemelen muz yetiştirecekler.,Bu köyde muz yetiştirecekleri kesin değil.,implicature,3
4,17,2,muhtemelen-kesin,Bu köyde muz yetiştirecekleri kesin değil.,Bu köyde muhtemelen muz yetiştirecekler.,implicature,3
4,17,3,muhtemelen-kesin,Bu köyde muhtemelen muz yetiştirmeyecekler.,Bu köyde muz yetiştirecekleri kesin değil.,entailment,0
4,17,4,muhtemelen-kesin,Bu köyde muz yetiştirecekleri kesin.,Bu köyde muhtemelen muz yetiştirecekler.,entailment,0
4,17,5,muhtemelen-kesin,Bu köyde muz yetiştirecekleri kesin değil.,Bu köyde muhtemelen muz yetiştirmeyecekler.,neutral,1
4,17,6,muhtemelen-kesin,Bu köyde muhtemelen muz yetiştirecekler.,Bu köyde muz yetiştirecekleri kesin.,neutral,1
4,17,7,muhtemelen-kesin,Bu köyde muz yetiştirecekleri kesin.,Bu köyde muhtemelen muz yetiştirmeyecekler.,contradiction,2
4,17,8,muhtemelen-kesin,Bu köyde muhtemelen muz yetiştirmeyecekler.,Bu köyde muz yetiştirecekleri kesin.,contradiction,2
5,205,1,on yedi-yirmi dokuz,Restoranda on yedi kapı var.,Restoranda yirmi dokuz kapı yok.,implicature,3
5,205,2,on yedi-yirmi dokuz,Restoranda on yediden fazla kapı yok.,Restoranda on yedi kapı var.,implicature,3
5,205,3,on yedi-yirmi dokuz,Restoranda on yedi kapı yok.,Restoranda yirmi dokuz kapı yok.,entailment,0
5,205,4,on yedi-yirmi dokuz,Restoranda yirmi dokuz kapı var.,Restoranda on yedi kapı var.,entailment,0
5,205,5,on yedi-yirmi dokuz,Restoranda yirmi dokuz kapı yok.,Restoranda on yedi kapı yok.,neutral,1
5,205,6,on yedi-yirmi dokuz,Restoranda on yedi kapı var.,Restoranda yirmi dokuz kapı var.,neutral,1
5,205,7,on yedi-yirmi dokuz,Restoranda yirmi dokuz kapı var.,Restoranda on yedi kapı yok.,contradiction,2
5,205,8,on yedi-yirmi dokuz,Restoranda on yedi kapı yok.,Restoranda yirmi dokuz kapı var.,contradiction,2
5,205,9,on yedi-yirmi dokuz-c,Restoranda on yedi kapı yok.,Restoranda on yediden az kapı var.,implicature,3
5,205,10,on yedi-yirmi dokuz-c,Restoranda on yedi kapı yok.,Restoranda en fazla on altı kapı var.,implicature,3
5,205,11,on yedi-yirmi dokuz-c,Restoranda on yedi kapı yok.,Restoranda en az bir tane kapı var.,implicature,3
4,294,1,herhalde-yüzde yüz,Bu temizleyici fayansları herhalde pırıl pırıl yapacakmış.,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüz değilmiş.,implicature,3
4,294,2,herhalde-yüzde yüz,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüz değilmiş.,Bu temizleyici fayansları herhalde pırıl pırıl yapacakmış.,implicature,3
4,294,3,herhalde-yüzde yüz,Bu temizleyici fayansları herhalde pırıl pırıl yapmayacakmış.,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüz değilmiş.,entailment,0
4,294,4,herhalde-yüzde yüz,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüzmüş.,Bu temizleyici fayansları herhalde pırıl pırıl yapacakmış.,entailment,0
4,294,5,herhalde-yüzde yüz,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüz değilmiş.,Bu temizleyici fayansları herhalde pırıl pırıl yapmayacakmış.,neutral,1
4,294,6,herhalde-yüzde yüz,Bu temizleyici fayansları herhalde pırıl pırıl yapacakmış.,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüzmüş.,neutral,1
4,294,7,herhalde-yüzde yüz,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüzmüş.,Bu temizleyici fayansları herhalde pırıl pırıl yapmayacakmış.,contradiction,2
4,294,8,herhalde-yüzde yüz,Bu temizleyici fayansları herhalde pırıl pırıl yapmayacakmış.,Bu temizleyicinin fayansları pırıl pırıl yapacağı yüzde yüzmüş.,contradiction,2
4,47,1,muhtemelen-kesin,Lotus çiçeğini muhtemelen sulayacaktır.,Lotus çiçeğini sulayacağı kesin değil.,implicature,3
4,47,2,muhtemelen-kesin,Lotus çiçeğini sulayacağı kesin değil.,Lotus çiçeğini muhtemelen sulayacaktır.,implicature,3
4,47,3,muhtemelen-kesin,Lotus çiçeğini muhtemelen sulamayacaktır.,Lotus çiçeğini sulayacağı kesin değil.,entailment,0
4,47,4,muhtemelen-kesin,Lotus çiçeğini sulayacağı kesin.,Lotus çiçeğini muhtemelen sulayacaktır.,entailment,0
4,47,5,muhtemelen-kesin,Lotus çiçeğini sulayacağı kesin değil.,Lotus çiçeğini muhtemelen sulamayacaktır.,neutral,1
4,47,6,muhtemelen-kesin,Lotus çiçeğini muhtemelen sulayacaktır.,Lotus çiçeğini sulayacağı kesin.,neutral,1
4,47,7,muhtemelen-kesin,Lotus çiçeğini sulayacağı kesin.,Lotus çiçeğini muhtemelen sulamayacaktır.,contradiction,2
4,47,8,muhtemelen-kesin,Lotus çiçeğini muhtemelen sulamayacaktır.,Lotus çiçeğini sulayacağı kesin.,contradiction,2
2,105,1,öğrenmek-ustalaşmak,Yeni işi için İtalyanca öğrendi.,Yeni işi için İtalyancada ustalaşmadı.,implicature,3
2,105,2,öğrenmek-ustalaşmak,Yeni işi için İtalyancada ustalaşmadı.,Yeni işi için İtalyanca öğrendi.,implicature,3
2,105,3,öğrenmek-ustalaşmak,Yeni işi için İtalyanca öğrenmedi.,Yeni işi için İtalyancada ustalaşmadı.,entailment,0
2,105,4,öğrenmek-ustalaşmak,Yeni işi için İtalyancada ustalaştı.,Yeni işi için İtalyanca öğrendi.,entailment,0
2,105,5,öğrenmek-ustalaşmak,Yeni işi için İtalyancada ustalaşmadı.,Yeni işi için İtalyanca öğrenmedi.,neutral,1
2,105,6,öğrenmek-ustalaşmak,Yeni işi için İtalyanca öğrendi.,Yeni işi için İtalyancada ustalaştı.,neutral,1
2,105,7,öğrenmek-ustalaşmak,Yeni işi için İtalyancada ustalaştı.,Yeni işi için İtalyanca öğrenmedi.,contradiction,2
2,105,8,öğrenmek-ustalaşmak,Yeni işi için İtalyanca öğrenmedi.,Yeni işi için İtalyancada ustalaştı.,contradiction,2
4,146,1,muhtemelen-kesin,Kalorifer peteklerini muhtemelen siz temizlediniz.,Kalorifer peteklerini sizin temizlediğiniz kesin değil.,implicature,3
4,146,2,muhtemelen-kesin,Kalorifer peteklerini sizin temizlediğiniz kesin değil.,Kalorifer peteklerini muhtemelen siz temizlediniz.,implicature,3
4,146,3,muhtemelen-kesin,Kalorifer peteklerini muhtemelen siz temizlemediniz.,Kalorifer peteklerini sizin temizlediğiniz kesin değil.,entailment,0
4,146,4,muhtemelen-kesin,Kalorifer peteklerini sizin temizlediğiniz kesin.,Kalorifer peteklerini muhtemelen siz temizlediniz.,entailment,0
4,146,5,muhtemelen-kesin,Kalorifer peteklerini sizin temizlediğiniz kesin değil.,Kalorifer peteklerini muhtemelen siz temizlemediniz.,neutral,1
4,146,6,muhtemelen-kesin,Kalorifer peteklerini muhtemelen siz temizlediniz.,Kalorifer peteklerini sizin temizlediğiniz kesin.,neutral,1
4,146,7,muhtemelen-kesin,Kalorifer peteklerini sizin temizlediğiniz kesin.,Kalorifer peteklerini muhtemelen siz temizlemediniz.,contradiction,2
4,146,8,muhtemelen-kesin,Kalorifer peteklerini muhtemelen siz temizlemediniz.,Kalorifer peteklerini sizin temizlediğiniz kesin.,contradiction,2
2,303,1,seslenmek-bağırmak,Sınıftaki arkadaşlarına seslendi.,Sınıftaki arkadaşlarına bağırmadı.,implicature,3
2,303,2,seslenmek-bağırmak,Sınıftaki arkadaşlarına bağırmadı.,Sınıftaki arkadaşlarına seslendi.,implicature,3
2,303,3,seslenmek-bağırmak,Sınıftaki arkadaşlarına seslenmedi.,Sınıftaki arkadaşlarına bağırmadı.,entailment,0
2,303,4,seslenmek-bağırmak,Sınıftaki arkadaşlarına bağırdı.,Sınıftaki arkadaşlarına seslendi.,entailment,0
2,303,5,seslenmek-bağırmak,Sınıftaki arkadaşlarına bağırmadı.,Sınıftaki arkadaşlarına seslenmedi.,neutral,1
2,303,6,seslenmek-bağırmak,Sınıftaki arkadaşlarına seslendi.,Sınıftaki arkadaşlarına bağırdı.,neutral,1
2,303,7,seslenmek-bağırmak,Sınıftaki arkadaşlarına bağırdı.,Sınıftaki arkadaşlarına seslenmedi.,contradiction,2
2,303,8,seslenmek-bağırmak,Sınıftaki arkadaşlarına seslenmedi.,Sınıftaki arkadaşlarına bağırdı.,contradiction,2
2,194,1,algılamak-kavramak,Senin bu hareketlerinle değerini algıladılar.,Senin bu hareketlerinle değerini kavramadılar.,implicature,3
2,194,2,algılamak-kavramak,Senin bu hareketlerinle değerini kavramadılar.,Senin bu hareketlerinle değerini algıladılar.,implicature,3
2,194,3,algılamak-kavramak,Senin bu hareketlerinle değerini algılamadılar.,Senin bu hareketlerinle değerini kavramadılar.,entailment,0
2,194,4,algılamak-kavramak,Senin bu hareketlerinle değerini kavradılar.,Senin bu hareketlerinle değerini algıladılar.,entailment,0
2,194,5,algılamak-kavramak,Senin bu hareketlerinle değerini kavramadılar.,Senin bu hareketlerinle değerini algılamadılar.,neutral,1
2,194,6,algılamak-kavramak,Senin bu hareketlerinle değerini algıladılar.,Senin bu hareketlerinle değerini kavradılar.,neutral,1
2,194,7,algılamak-kavramak,Senin bu hareketlerinle değerini kavradılar.,Senin bu hareketlerinle değerini algılamadılar.,contradiction,2
2,194,8,algılamak-kavramak,Senin bu hareketlerinle değerini algılamadılar.,Senin bu hareketlerinle değerini kavradılar.,contradiction,2
2,352,1,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa güldük.,Şakayı anlamayan arkadaşa kahkaha atmadık.,implicature,3
2,352,2,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa kahkaha atmadık.,Şakayı anlamayan arkadaşa güldük.,implicature,3
2,352,3,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa gülmedik.,Şakayı anlamayan arkadaşa kahkaha atmadık.,entailment,0
2,352,4,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa kahkaha attık.,Şakayı anlamayan arkadaşa güldük.,entailment,0
2,352,5,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa kahkaha atmadık.,Şakayı anlamayan arkadaşa gülmedik.,neutral,1
2,352,6,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa güldük.,Şakayı anlamayan arkadaşa kahkaha attık.,neutral,1
2,352,7,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa kahkaha attık.,Şakayı anlamayan arkadaşa gülmedik.,contradiction,2
2,352,8,gülmek-kahkaha atmak,Şakayı anlamayan arkadaşa gülmedik.,Şakayı anlamayan arkadaşa kahkaha attık.,contradiction,2
1,332,1,ilgili-takıntılı,Yeni kız arkadaşına ilgili.,Yeni kız arkadaşına takıntılı değil.,implicature,3
1,332,2,ilgili-takıntılı,Yeni kız arkadaşına takıntılı değil.,Yeni kız arkadaşına ilgili.,implicature,3
1,332,3,ilgili-takıntılı,Yeni kız arkadaşına ilgili değil.,Yeni kız arkadaşına takıntılı değil.,entailment,0
1,332,4,ilgili-takıntılı,Yeni kız arkadaşına takıntılı.,Yeni kız arkadaşına ilgili.,entailment,0
1,332,5,ilgili-takıntılı,Yeni kız arkadaşına takıntılı değil.,Yeni kız arkadaşına ilgili değil.,neutral,1
1,332,6,ilgili-takıntılı,Yeni kız arkadaşına ilgili.,Yeni kız arkadaşına takıntılı.,neutral,1
1,332,7,ilgili-takıntılı,Yeni kız arkadaşına takıntılı.,Yeni kız arkadaşına ilgili değil.,contradiction,2
1,332,8,ilgili-takıntılı,Yeni kız arkadaşına ilgili değil.,Yeni kız arkadaşına takıntılı.,contradiction,2
3,283,1,bazı-hepsi,Tasarladığın projelerin bazısı telif yemiş.,Tasarladığın projelerin hepsi telif yememiş.,implicature,3
3,283,2,bazı-hepsi,Tasarladığın projelerin hepsi telif yememiş.,Tasarladığın projelerin bazısı telif yemiş.,implicature,3
3,283,3,bazı-hepsi,Tasarladığın projelerin hiçbiri telif yememiş.,Tasarladığın projelerin hepsi telif yememiş.,entailment,0
3,283,4,bazı-hepsi,Tasarladığın projelerin hepsi telif yemiş.,Tasarladığın projelerin bazısı telif yemiş.,entailment,0
3,283,5,bazı-hepsi,Tasarladığın projelerin hepsi telif yememiş.,Tasarladığın projelerin hiçbiri telif yememiş.,neutral,1
3,283,6,bazı-hepsi,Tasarladığın projelerin bazısı telif yemiş.,Tasarladığın projelerin hepsi telif yemiş.,neutral,1
3,283,7,bazı-hepsi,Tasarladığın projelerin hepsi telif yemiş.,Tasarladığın projelerin hiçbiri telif yememiş.,contradiction,2
3,283,8,bazı-hepsi,Tasarladığın projelerin hiçbiri telif yememiş.,Tasarladığın projelerin hepsi telif yemiş.,contradiction,2
4,101,1,muhtemelen-kesin,Köy yumurtasını muhtemelen yermiş.,Köy yumurtasını yiyeceği kesin değilmiş.,implicature,3
4,101,2,muhtemelen-kesin,Köy yumurtasını yiyeceği kesin değilmiş.,Köy yumurtasını muhtemelen yermiş.,implicature,3
4,101,3,muhtemelen-kesin,Köy yumurtasını muhtemelen yemezmiş.,Köy yumurtasını yiyeceği kesin değilmiş.,entailment,0
4,101,4,muhtemelen-kesin,Köy yumurtasını yiyeceği kesinmiş.,Köy yumurtasını muhtemelen yermiş.,entailment,0
4,101,5,muhtemelen-kesin,Köy yumurtasını yiyeceği kesin değilmiş.,Köy yumurtasını muhtemelen yemezmiş.,neutral,1
4,101,6,muhtemelen-kesin,Köy yumurtasını muhtemelen yermiş.,Köy yumurtasını yiyeceği kesinmiş.,neutral,1
4,101,7,muhtemelen-kesin,Köy yumurtasını yiyeceği kesinmiş.,Köy yumurtasını muhtemelen yemezmiş.,contradiction,2
4,101,8,muhtemelen-kesin,Köy yumurtasını muhtemelen yemezmiş.,Köy yumurtasını yiyeceği kesinmiş.,contradiction,2
3,372,1,birkaç-çok,Çatıdaki antenlerin birkaçı bir işe yarıyor.,Çatıdaki antenlerin çoğu bir işe yaramıyor.,implicature,3
3,372,2,birkaç-çok,Çatıdaki antenlerin çoğu bir işe yaramıyor.,Çatıdaki antenlerin birkaçı bir işe yarıyor.,implicature,3
3,372,3,birkaç-çok,Çatıdaki antenlerin hiçbiri bir işe yaramıyor.,Çatıdaki antenlerin çoğu bir işe yaramıyor.,entailment,0
3,372,4,birkaç-çok,Çatıdaki antenlerin çoğu bir işe yarıyor.,Çatıdaki antenlerin birkaçı bir işe yarıyor.,entailment,0
3,372,5,birkaç-çok,Çatıdaki antenlerin çoğu bir işe yaramıyor.,Çatıdaki antenlerin hiçbiri bir işe yaramıyor.,neutral,1
3,372,6,birkaç-çok,Çatıdaki antenlerin birkaçı bir işe yarıyor.,Çatıdaki antenlerin çoğu bir işe yarıyor.,neutral,1
3,372,7,birkaç-çok,Çatıdaki antenlerin çoğu bir işe yarıyor.,Çatıdaki antenlerin hiçbiri bir işe yaramıyor.,contradiction,2
3,372,8,birkaç-çok,Çatıdaki antenlerin hiçbiri bir işe yaramıyor.,Çatıdaki antenlerin çoğu bir işe yarıyor.,contradiction,2
