scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
ilgili-takıntılı,Savaş temalı kitaplara ilgili.,Savaş temalı kitaplara takıntılı.,Savaş temalı kitaplara ilgili değil.,Savaş temalı kitaplara takıntılı değil.,"Savaş temalı kitaplara ilgili, hatta takıntılı.","Savaş temalı kitaplara ilgili, belki de takıntılı.",Savaş temalı kitaplara ilgili ama takıntılı değil.,"Savaş temalı kitaplara takıntılı değil, hatta ilgili bile değil.","Savaş temalı kitaplara takıntılı değil, belki ilgili bile değil.",Savaş temalı kitaplara takıntılı değil ama ilgili.
ilgili-takıntılı,Sayısal derslere ilgili.,Sayısal derslere takıntılı.,Sayısal derslere ilgili değil.,Sayısal derslere takıntılı değil.,"Sayısal derslere ilgili, hatta takıntılı.","Sayısal derslere ilgili, belki de takıntılı.",Sayısal derslere ilgili ama takıntılı değil.,"Sayısal derslere takıntılı değil, hatta ilgili bile değil.","Sayısal derslere takıntılı değil, belki ilgili bile değil.",Sayısal derslere takıntılı değil ama ilgili.
ilgili-takıntılı,Psikolojik kuramlara ilgili.,Psikolojik kuramlara takıntılı.,Psikolojik kuramlara ilgili değil.,Psikolojik kuramlara takıntılı değil.,"Psikolojik kuramlara ilgili, hatta takıntılı.","Psikolojik kuramlara ilgili, belki de takıntılı.",Psikolojik kuramlara ilgili ama takıntılı değil.,"Psikolojik kuramlara takıntılı değil, hatta ilgili bile değil.","Psikolojik kuramlara takıntılı değil, belki ilgili bile değil.",Psikolojik kuramlara takıntılı değil ama ilgili.
ilgili-takıntılı,Mobil iletişim araçlarına karşı ilgili.,Mobil iletişim araçlarına karşı takıntılı.,Mobil iletişim araçlarına karşı ilgili değil.,Mobil iletişim araçlarına karşı takıntılı değil.,"Mobil iletişim araçlarına karşı ilgili, hatta takıntılı.","Mobil iletişim araçlarına karşı ilgili, belki de takıntılı.",Mobil iletişim araçlarına karşı ilgili ama takıntılı değil.,"Mobil iletişim araçlarına karşı takıntılı değil, hatta ilgili bile değil.","Mobil iletişim araçlarına karşı takıntılı değil, belki ilgili bile değil.",Mobil iletişim araçlarına karşı takıntılı değil ama ilgili.
ilgili-takıntılı,Estetik ameliyatlarına ilgiliyiz.,Estetik ameliyatlarına takıntılıyız.,Estetik ameliyatlarına ilgili değiliz.,Estetik ameliyatlarına takıntılı değiliz.,"Estetik ameliyatlarına ilgiliyiz, hatta takıntılıyız.","Estetik ameliyatlarına ilgiliyiz, belki de takıntılıyız.",Estetik ameliyatlarına ilgiliyiz ama takıntılı değiliz.,"Estetik ameliyatlarına takıntılı değiliz, hatta ilgili bile değiliz.","Estetik ameliyatlarına takıntılı değiliz, belki ilgili bile değiliz.",Estetik ameliyatlarına takıntılı değiliz ama ilgiliyiz.
ilgili-takıntılı,İnovatif fikirlere ilgilisiniz.,İnovatif fikirlere takıntılısınız.,İnovatif fikirlere ilgili değilsiniz.,İnovatif fikirlere takıntılı değilsiniz.,"İnovatif fikirlere ilgilisiniz, hatta takıntılısınız.","İnovatif fikirlere ilgilisiniz, belki de takıntılısınız.",İnovatif fikirlere ilgilisiniz ama takıntılı değilsiniz.,"İnovatif fikirlere takıntılı değilsiniz, hatta ilgili bile değilsiniz.","İnovatif fikirlere takıntılı değilsiniz, belki ilgili bile değilsiniz.",İnovatif fikirlere takıntılı değilsiniz ama ilgilisiniz.
ilgili-takıntılı,Dayanıklı tüketim mallarına ilgili.,Dayanıklı tüketim mallarına takıntılı.,Dayanıklı tüketim mallarına ilgili değil.,Dayanıklı tüketim mallarına takıntılı değil.,"Dayanıklı tüketim mallarına ilgili, hatta takıntılı.","Dayanıklı tüketim mallarına ilgili, belki de takıntılı.",Dayanıklı tüketim mallarına ilgili ama takıntılı değil.,"Dayanıklı tüketim mallarına takıntılı değil, hatta ilgili bile değil.","Dayanıklı tüketim mallarına takıntılı değil, belki ilgili bile değil.",Dayanıklı tüketim mallarına takıntılı değil ama ilgili.
ilgili-takıntılı,Masaj koltuklarına ilgiliydi.,Masaj koltuklarına takıntılıydı.,Masaj koltuklarına ilgili değildi.,Masaj koltuklarına takıntılı değildi.,"Masaj koltuklarına ilgiliydi, hatta takıntılıydı.","Masaj koltuklarına ilgiliydi, belki de takıntılıydı.",Masaj koltuklarına ilgiliydi ama takıntılı değildi.,"Masaj koltuklarına takıntılı değildi, hatta ilgili bile değildi.","Masaj koltuklarına takıntılı değildi, belki ilgili bile değildi.",Masaj koltuklarına takıntılı değildi ama ilgiliydi.
ilgili-takıntılı,Öldürücü timsahlara karşı ilgili.,Öldürücü timsahlara karşı takıntılı.,Öldürücü timsahlara karşı ilgili değil.,Öldürücü timsahlara karşı takıntılı değil.,"Öldürücü timsahlara karşı ilgili, hatta takıntılı.","Öldürücü timsahlara karşı ilgili, belki de takıntılı.",Öldürücü timsahlara karşı ilgili ama takıntılı değil.,"Öldürücü timsahlara karşı takıntılı değil, hatta ilgili bile değil.","Öldürücü timsahlara karşı takıntılı değil, belki ilgili bile değil.",Öldürücü timsahlara karşı takıntılı değil ama ilgili.
ilgili-takıntılı,Köpeklerin eğitimine ilgili.,Köpeklerin eğitimine takıntılı.,Köpeklerin eğitimine ilgili değil.,Köpeklerin eğitimine takıntılı değil.,"Köpeklerin eğitimine ilgili, hatta takıntılı.","Köpeklerin eğitimine ilgili, belki de takıntılı.",Köpeklerin eğitimine ilgili ama takıntılı değil.,"Köpeklerin eğitimine takıntılı değil, hatta ilgili bile değil.","Köpeklerin eğitimine takıntılı değil, belki ilgili bile değil.",Köpeklerin eğitimine takıntılı değil ama ilgili.
ilgili-takıntılı,Ekolojik projelere ilgili.,Ekolojik projelere takıntılı.,Ekolojik projelere ilgili değil.,Ekolojik projelere takıntılı değil.,"Ekolojik projelere ilgili, hatta takıntılı.","Ekolojik projelere ilgili, belki de takıntılı.",Ekolojik projelere ilgili ama takıntılı değil.,"Ekolojik projelere takıntılı değil, hatta ilgili bile değil.","Ekolojik projelere takıntılı değil, belki ilgili bile değil.",Ekolojik projelere takıntılı değil ama ilgili.
ilgili-takıntılı,Minimalist tasarımlara ilgili.,Minimalist tasarımlara takıntılı.,Minimalist tasarımlara ilgili değil.,Minimalist tasarımlara takıntılı değil.,"Minimalist tasarımlara ilgili, hatta takıntılı.","Minimalist tasarımlara ilgili, belki de takıntılı.",Minimalist tasarımlara ilgili ama takıntılı değil.,"Minimalist tasarımlara takıntılı değil, hatta ilgili bile değil.","Minimalist tasarımlara takıntılı değil, belki ilgili bile değil.",Minimalist tasarımlara takıntılı değil ama ilgili.
ilgili-takıntılı,Prestijli turnuvalara ilgili.,Prestijli turnuvalara takıntılı.,Prestijli turnuvalara ilgili değil.,Prestijli turnuvalara takıntılı değil.,"Prestijli turnuvalara ilgili, hatta takıntılı.","Prestijli turnuvalara ilgili, belki de takıntılı.",Prestijli turnuvalara ilgili ama takıntılı değil.,"Prestijli turnuvalara takıntılı değil, hatta ilgili bile değil.","Prestijli turnuvalara takıntılı değil, belki ilgili bile değil.",Prestijli turnuvalara takıntılı değil ama ilgili.
vasat-iyi,Arkadaşının performansı vasat.,Arkadaşının performansı iyi.,Arkadaşının performansı vasat değil.,Arkadaşının performansı iyi değil.,"Arkadaşının performansı vasat, hatta iyi.","Arkadaşının performansı vasat, belki de iyi.",Arkadaşının performansı vasat ama iyi değil.,"Arkadaşının performansı iyi değil, hatta vasat bile değil.","Arkadaşının performansı iyi değil, belki vasat bile değil.",Arkadaşının performansı iyi değil ama vasat.
vasat-iyi,Kahvenin kalitesi vasat.,Kahvenin kalitesi iyi.,Kahvenin kalitesi vasat değil.,Kahvenin kalitesi iyi değil.,"Kahvenin kalitesi vasat, hatta iyi.","Kahvenin kalitesi vasat, belki de iyi.",Kahvenin kalitesi vasat ama iyi değil.,"Kahvenin kalitesi iyi değil, hatta vasat bile değil.","Kahvenin kalitesi iyi değil, belki vasat bile değil.",Kahvenin kalitesi iyi değil ama vasat.
vasat-iyi,Televizyon programlarının son yıllardaki kalitesi vasat.,Televizyon programlarının son yıllardaki kalitesi iyi.,Televizyon programlarının son yıllardaki kalitesi vasat değil.,Televizyon programlarının son yıllardaki kalitesi iyi değil.,"Televizyon programlarının son yıllardaki kalitesi vasat, hatta iyi.","Televizyon programlarının son yıllardaki kalitesi vasat, belki de iyi.",Televizyon programlarının son yıllardaki kalitesi vasat ama iyi değil.,"Televizyon programlarının son yıllardaki kalitesi iyi değil, hatta vasat bile değil.","Televizyon programlarının son yıllardaki kalitesi iyi değil, belki vasat bile değil.",Televizyon programlarının son yıllardaki kalitesi iyi değil ama vasat.
vasat-iyi,Şirketin çalışanları vasat.,Şirketin çalışanları iyi.,Şirketin çalışanları vasat değil.,Şirketin çalışanları iyi değil.,"Şirketin çalışanları vasat, hatta iyi.","Şirketin çalışanları vasat, belki de iyi.",Şirketin çalışanları vasat ama iyi değil.,"Şirketin çalışanları iyi değil, hatta vasat bile değil.","Şirketin çalışanları iyi değil, belki vasat bile değil.",Şirketin çalışanları iyi değil ama vasat.
vasat-iyi,Yemeklerin kalitesi vasat.,Yemeklerin kalitesi iyi.,Yemeklerin kalitesi vasat değil.,Yemeklerin kalitesi iyi değil.,"Yemeklerin kalitesi vasat, hatta iyi.","Yemeklerin kalitesi vasat, belki de iyi.",Yemeklerin kalitesi vasat ama iyi değil.,"Yemeklerin kalitesi iyi değil, hatta vasat bile değil.","Yemeklerin kalitesi iyi değil, belki vasat bile değil.",Yemeklerin kalitesi iyi değil ama vasat.
vasat-iyi,Son çıkan buzdolabının verimliliği vasat.,Son çıkan buzdolabının verimliliği iyi.,Son çıkan buzdolabının verimliliği vasat değil.,Son çıkan buzdolabının verimliliği iyi değil.,"Son çıkan buzdolabının verimliliği vasat, hatta iyi.","Son çıkan buzdolabının verimliliği vasat, belki de iyi.",Son çıkan buzdolabının verimliliği vasat ama iyi değil.,"Son çıkan buzdolabının verimliliği iyi değil, hatta vasat bile değil.","Son çıkan buzdolabının verimliliği iyi değil, belki vasat bile değil.",Son çıkan buzdolabının verimliliği iyi değil ama vasat.
vasat-iyi,Dün gece eve ulaşan elbisenin kalitesi vasat.,Dün gece eve ulaşan elbisenin kalitesi iyi.,Dün gece eve ulaşan elbisenin kalitesi vasat değil.,Dün gece eve ulaşan elbisenin kalitesi iyi değil.,"Dün gece eve ulaşan elbisenin kalitesi vasat, hatta iyi.","Dün gece eve ulaşan elbisenin kalitesi vasat, belki de iyi.",Dün gece eve ulaşan elbisenin kalitesi vasat ama iyi değil.,"Dün gece eve ulaşan elbisenin kalitesi iyi değil, hatta vasat bile değil.","Dün gece eve ulaşan elbisenin kalitesi iyi değil, belki vasat bile değil.",Dün gece eve ulaşan elbisenin kalitesi iyi değil ama vasat.
vasat-iyi,Yeni çıkan telefonun kamerası vasat.,Yeni çıkan telefonun kamerası iyi.,Yeni çıkan telefonun kamerası vasat değil.,Yeni çıkan telefonun kamerası iyi değil.,"Yeni çıkan telefonun kamerası vasat, hatta iyi.","Yeni çıkan telefonun kamerası vasat, belki de iyi.",Yeni çıkan telefonun kamerası vasat ama iyi değil.,"Yeni çıkan telefonun kamerası iyi değil, hatta vasat bile değil.","Yeni çıkan telefonun kamerası iyi değil, belki vasat bile değil.",Yeni çıkan telefonun kamerası iyi değil ama vasat.
vasat-iyi,Fotoğraf makinesinin fotoğrafları vasat.,Fotoğraf makinesinin fotoğrafları iyi.,Fotoğraf makinesinin fotoğrafları vasat değil.,Fotoğraf makinesinin fotoğrafları iyi değil.,"Fotoğraf makinesinin fotoğrafları vasat, hatta iyi.","Fotoğraf makinesinin fotoğrafları vasat, belki de iyi.",Fotoğraf makinesinin fotoğrafları vasat ama iyi değil.,"Fotoğraf makinesinin fotoğrafları iyi değil, hatta vasat bile değil.","Fotoğraf makinesinin fotoğrafları iyi değil, belki vasat bile değil.",Fotoğraf makinesinin fotoğrafları iyi değil ama vasat.
vasat-iyi,Elindeki çantanın malzemesi vasattı.,Elindeki çantanın malzemesi iyiydi.,Elindeki çantanın malzemesi vasat değildi.,Elindeki çantanın malzemesi iyi değildi.,"Elindeki çantanın malzemesi vasattı, hatta iyi.","Elindeki çantanın malzemesi vasattı, belki de iyi.",Elindeki çantanın malzemesi vasattı ama iyi değildi.,"Elindeki çantanın malzemesi iyi değildi, hatta vasat bile değildi.","Elindeki çantanın malzemesi iyi değildi, belki vasat bile değildi.",Elindeki çantanın malzemesi iyi değildi ama vasattı.
vasat-iyi,Yeni aldığı ayakkabının derisi vasatmış.,Yeni aldığı ayakkabının derisi iyiydi.,Yeni aldığı ayakkabının derisi vasat değilmiş.,Yeni aldığı ayakkabının derisi iyi değilmiş.,"Yeni aldığı ayakkabının derisi vasatmış, hatta iyiydi.","Yeni aldığı ayakkabının derisi vasatmış, belki de iyiydi.",Yeni aldığı ayakkabının derisi vasatmış ama iyi değilmiş.,"Yeni aldığı ayakkabının derisi iyi değilmiş, hatta vasatmış bile değilmiş.","Yeni aldığı ayakkabının derisi iyi değilmiş, belki vasatmış bile değilmiş.",Yeni aldığı ayakkabının derisi iyi değilmiş ama vasatmış.
vasat-iyi,Bu sektörde şu ana kadar vasattık.,Bu sektörde şu ana kadar iyiydik.,Bu sektörde şu ana kadar vasat değildik.,Bu sektörde şu ana kadar iyi değildik.,"Bu sektörde şu ana kadar vasattık, hatta iyiydik.","Bu sektörde şu ana kadar vasattık, belki de iyiydik.",Bu sektörde şu ana kadar vasattık ama iyi değildik.,"Bu sektörde şu ana kadar iyi değildik, hatta vasattık bile değildik.","Bu sektörde şu ana kadar iyi değildik, belki vasat bile değildik.",Bu sektörde şu ana kadar iyi değildik ama vasattık.
vasat-iyi,Onun son aylardaki hayatı vasat.,Onun son aylardaki hayatı iyi.,Onun son aylardaki hayatı vasat değil.,Onun son aylardaki hayatı iyi değil.,"Onun son aylardaki hayatı vasat, hatta iyi.","Onun son aylardaki hayatı vasat, belki de iyi.",Onun son aylardaki hayatı vasat ama iyi değil.,"Onun son aylardaki hayatı iyi değil, hatta vasat bile değil.","Onun son aylardaki hayatı iyi değil, belki vasat bile değil.",Onun son aylardaki hayatı iyi değil ama vasat.
vasat-iyi,Yerden topladığı meyvelerin durumu vasat.,Yerden topladığı meyvelerin durumu iyi.,Yerden topladığı meyvelerin durumu vasat değil.,Yerden topladığı meyvelerin durumu iyi değil.,"Yerden topladığı meyvelerin durumu vasat, hatta iyi.","Yerden topladığı meyvelerin durumu vasat, belki de iyi.",Yerden topladığı meyvelerin durumu vasat ama iyi değil.,"Yerden topladığı meyvelerin durumu iyi değil, hatta vasat bile değil.","Yerden topladığı meyvelerin durumu iyi değil, belki vasat bile değil.",Yerden topladığı meyvelerin durumu iyi değil ama vasat.
vasat-iyi,Son teslimattaki bambu ağaçları vasattı.,Son teslimattaki bambu ağaçları iyiydi.,Son teslimattaki bambu ağaçları vasat değildi.,Son teslimattaki bambu ağaçları iyi değildi.,"Son teslimattaki bambu ağaçları vasattı, hatta iyiydi.","Son teslimattaki bambu ağaçları vasattı, belki de iyiydi.",Son teslimattaki bambu ağaçları vasattı ama iyi değildi.,"Son teslimattaki bambu ağaçları iyi değildi, hatta vasattı bile değildi.","Son teslimattaki bambu ağaçları iyi değildi, belki vasattı bile değildi.",Son teslimattaki bambu ağaçları iyi değildi ama vasattı.
vasat-iyi,Kasaptaki etler vasat.,Kasaptaki etler iyi.,Kasaptaki etler vasat değil.,Kasaptaki etler iyi değil.,"Kasaptaki etler vasat, hatta iyi.","Kasaptaki etler vasat, belki de iyi.",Kasaptaki etler vasat ama iyi değil.,"Kasaptaki etler iyi değil, hatta vasat bile değil.","Kasaptaki etler iyi değil, belki vasat bile değil.",Kasaptaki etler iyi değil ama vasat.
vasat-iyi,Kış lastiklerinin kalitesi vasat.,Kış lastiklerinin kalitesi iyi.,Kış lastiklerinin kalitesi vasat değil.,Kış lastiklerinin kalitesi iyi değil.,"Kış lastiklerinin kalitesi vasat, hatta iyi.","Kış lastiklerinin kalitesi vasat, belki de iyi.",Kış lastiklerinin kalitesi vasat ama iyi değil.,"Kış lastiklerinin kalitesi iyi değil, hatta vasat bile değil.","Kış lastiklerinin kalitesi iyi değil, belki vasat bile değil.",Kış lastiklerinin kalitesi iyi değil ama vasat.
vasat-iyi,Son baktığımız koltuk vasattı.,Son baktığımız koltuk iyiydi.,Son baktığımız koltuk vasat değildi.,Son baktığımız koltuk iyi değildi.,"Son baktığımız koltuk vasattı, hatta iyiydi.","Son baktığımız koltuk vasattı, belki de iyiydi.",Son baktığımız koltuk vasattı ama iyi değildi.,"Son baktığımız koltuk iyi değildi, hatta vasattı bile değildi.","Son baktığımız koltuk iyi değildi, belki vasattı bile değildi.",Son baktığımız koltuk iyi değildi ama vasattı.
vasat-iyi,Bu yarışma için siz vasatsınız.,Bu yarışma için siz iyisiniz.,Bu yarışma için siz vasat değilsiniz.,Bu yarışma için siz iyi değilsiniz.,"Bu yarışma için siz vasatsınız, hatta iyisiniz.","Bu yarışma için siz vasatsınız, belki de iyisiniz.",Bu yarışma için siz vasatsınız ama iyi değilsiniz.,"Bu yarışma için siz iyi değilsiniz, hatta vasatsınız bile değilsiniz.","Bu yarışma için siz iyi değilsiniz, belki vasatsınız bile değilsiniz.",Bu yarışma için siz iyi değilsiniz ama vasatsınız.
vasat-iyi,Yönetim kurulu bu süreçte vasattı.,Yönetim kurulu bu süreçte iyiydi.,Yönetim kurulu bu süreçte vasat değildi.,Yönetim kurulu bu süreçte iyi değildi.,"Yönetim kurulu bu süreçte vasattı, hatta iyiydi.","Yönetim kurulu bu süreçte vasattı, belki de iyiydi.",Yönetim kurulu bu süreçte vasattı ama iyi değildi.,"Yönetim kurulu bu süreçte iyi değildi, hatta vasattı bile değildi.","Yönetim kurulu bu süreçte iyi değildi, belki vasattı bile değildi.",Yönetim kurulu bu süreçte iyi değildi ama vasattı.
vasat-iyi,Seçilen öğrenciler vasatmış.,Seçilen öğrenciler iyiymiş.,Seçilen öğrenciler vasat değilmiş.,Seçilen öğrenciler iyi değilmiş.,"Seçilen öğrenciler vasatmış, hatta iyiymiş.","Seçilen öğrenciler vasatmış, belki de iyiymiş.",Seçilen öğrenciler vasatmış ama iyi değilmiş.,"Seçilen öğrenciler iyi değilmiş, hatta vasat bile değilmiş.","Seçilen öğrenciler iyi değilmiş, belki vasat bile değilmiş.",Seçilen öğrenciler iyi değilmiş ama vasatmış.
vasat-iyi,Bu yılki satışlar vasat.,Bu yılki satışlar iyi.,Bu yılki satışlar vasat değil.,Bu yılki satışlar iyi değil.,"Bu yılki satışlar vasat, hatta iyi.","Bu yılki satışlar vasat, belki de iyi.",Bu yılki satışlar vasat ama iyi değil.,"Bu yılki satışlar iyi değil, hatta vasat bile değil.","Bu yılki satışlar iyi değil, belki vasat bile değil.",Bu yılki satışlar iyi değil ama vasat.
vasat-iyi,Sizin şirketinizin kar marjı vasat.,Sizin şirketinizin kar marjı iyi.,Sizin şirketinizin kar marjı vasat değil.,Sizin şirketinizin kar marjı iyi değil.,"Sizin şirketinizin kar marjı vasat, hatta iyi.","Sizin şirketinizin kar marjı vasat, belki de iyi.",Sizin şirketinizin kar marjı vasat ama iyi değil.,"Sizin şirketinizin kar marjı iyi değil, hatta vasat bile değil.","Sizin şirketinizin kar marjı iyi değil, belki vasat bile değil.",Sizin şirketinizin kar marjı iyi değil ama vasat.
vasat-iyi,Yeni oyunumuzdaki grafik kalitemiz vasat.,Yeni oyunumuzdaki grafik kalitemiz iyi.,Yeni oyunumuzdaki grafik kalitemiz vasat değil.,Yeni oyunumuzdaki grafik kalitemiz iyi değil.,"Yeni oyunumuzdaki grafik kalitemiz vasat, hatta iyi.","Yeni oyunumuzdaki grafik kalitemiz vasat, belki de iyi.",Yeni oyunumuzdaki grafik kalitemiz vasat ama iyi değil.,"Yeni oyunumuzdaki grafik kalitemiz iyi değil, hatta vasat bile değil.","Yeni oyunumuzdaki grafik kalitemiz iyi değil, belki vasat bile değil.",Yeni oyunumuzdaki grafik kalitemiz iyi değil ama vasat.
vasat-iyi,Son çıkan kumaşlar vasat.,Son çıkan kumaşlar iyi.,Son çıkan kumaşlar vasat değil.,Son çıkan kumaşlar iyi değil.,"Son çıkan kumaşlar vasat, hatta iyi.","Son çıkan kumaşlar vasat, belki de iyi.",Son çıkan kumaşlar vasat ama iyi değil.,"Son çıkan kumaşlar iyi değil, hatta vasat bile değil.","Son çıkan kumaşlar iyi değil, belki vasat bile değil.",Son çıkan kumaşlar iyi değil ama vasat.
vasat-iyi,Mağazanın son koleksiyonu vasat.,Mağazanın son koleksiyonu iyi.,Mağazanın son koleksiyonu vasat değil.,Mağazanın son koleksiyonu iyi değil.,"Mağazanın son koleksiyonu vasat, hatta iyi.","Mağazanın son koleksiyonu vasat, belki de iyi.",Mağazanın son koleksiyonu vasat ama iyi değil.,"Mağazanın son koleksiyonu iyi değil, hatta vasat bile değil.","Mağazanın son koleksiyonu iyi değil, belki vasat bile değil.",Mağazanın son koleksiyonu iyi değil ama vasat.
vasat-iyi,Markanın Nepal'deki tanıtımı vasattı.,Markanın Nepal'deki tanıtımı iyiydi.,Markanın Nepal'deki tanıtımı vasat değildi.,Markanın Nepal'deki tanıtımı iyi değildi.,"Markanın Nepal'deki tanıtımı vasattı, hatta iyiydi.","Markanın Nepal'deki tanıtımı vasattı, belki de iyiydi.",Markanın Nepal'deki tanıtımı vasattı ama iyi değildi.,"Markanın Nepal'deki tanıtımı iyi değildi, hatta vasattı bile değildi.","Markanın Nepal'deki tanıtımı iyi değildi, belki vasattı bile değildi.",Markanın Nepal'deki tanıtımı iyi değildi ama vasattı.
vasat-iyi,Bu tarlanın karpuzları vasat.,Bu tarlanın karpuzları iyi.,Bu tarlanın karpuzları vasat değil.,Bu tarlanın karpuzları iyi değil.,"Bu tarlanın karpuzları vasat, hatta iyi.","Bu tarlanın karpuzları vasat, belki de iyi.",Bu tarlanın karpuzları vasat ama iyi değil.,"Bu tarlanın karpuzları iyi değil, hatta vasat bile değil.","Bu tarlanın karpuzları iyi değil, belki vasat bile değil.",Bu tarlanın karpuzları iyi değil ama vasat.
vasat-iyi,Bu mekanın ışıklandırması vasat.,Bu mekanın ışıklandırması iyi.,Bu mekanın ışıklandırması vasat değil.,Bu mekanın ışıklandırması iyi değil.,"Bu mekanın ışıklandırması vasat, hatta iyi.","Bu mekanın ışıklandırması vasat, belki de iyi.",Bu mekanın ışıklandırması vasat ama iyi değil.,"Bu mekanın ışıklandırması iyi değil, hatta vasat bile değil.","Bu mekanın ışıklandırması iyi değil, belki vasat bile değil.",Bu mekanın ışıklandırması iyi değil ama vasat.
vasat-iyi,Üst kata göre alt kat vasat.,Üst kata göre alt kat iyi.,Üst kata göre alt kat vasat değil.,Üst kata göre alt kat iyi değil.,"Üst kata göre alt kat vasat, hatta iyi.","Üst kata göre alt kat vasat, belki de iyi.",Üst kata göre alt kat vasat ama iyi değil.,"Üst kata göre alt kat iyi değil, hatta vasat bile değil.","Üst kata göre alt kat iyi değil, belki vasat bile değil.",Üst kata göre alt kat iyi değil ama vasat.
muhtemel-kesin,Bu işin yarına kadar bitmesi muhtemel.,Bu işin yarına kadar bitmesi kesin.,Bu işin yarına kadar bitmesi muhtemel değil.,Bu işin yarına kadar bitmesi kesin değil.,"Bu işin yarına kadar bitmesi muhtemel, hatta kesin.","Bu işin yarına kadar bitmesi muhtemel, belki de kesin.",Bu işin yarına kadar bitmesi muhtemel ama kesin değil.,"Bu işin yarına kadar bitmesi kesin değil, hatta muhtemel bile değil.","Bu işin yarına kadar bitmesi kesin değil, belki muhtemel bile değil.",Bu işin yarına kadar bitmesi kesin değil ama muhtemel.
muhtemel-kesin,Yeni taşındığı yerde iş bulması muhtemel.,Yeni taşındığı yerde iş bulması kesin.,Yeni taşındığı yerde iş bulması muhtemel değil.,Yeni taşındığı yerde iş bulması kesin değil.,"Yeni taşındığı yerde iş bulması muhtemel, hatta kesin.","Yeni taşındığı yerde iş bulması muhtemel, belki de kesin.",Yeni taşındığı yerde iş bulması muhtemel ama kesin değil.,"Yeni taşındığı yerde iş bulması kesin değil, hatta muhtemel bile değil.","Yeni taşındığı yerde iş bulması kesin değil, belki muhtemel bile değil.",Yeni taşındığı yerde iş bulması kesin değil ama muhtemel.
muhtemel-kesin,Dubai'de eğlenmesi muhtemel.,Dubai'de eğlenmesi kesin.,Dubai'de eğlenmesi muhtemel değil.,Dubai'de eğlenmesi kesin değil.,"Dubai'de eğlenmesi muhtemel, hatta kesin.","Dubai'de eğlenmesi muhtemel, belki de kesin.",Dubai'de eğlenmesi muhtemel ama kesin değil.,"Dubai'de eğlenmesi kesin değil, hatta muhtemel bile değil.","Dubai'de eğlenmesi kesin değil, belki muhtemel bile değil.",Dubai'de eğlenmesi kesin değil ama muhtemel.
muhtemel-kesin,Yeni ev arkadaşlarıyla iyi geçinmesi muhtemel.,Yeni ev arkadaşlarıyla iyi geçinmesi kesin.,Yeni ev arkadaşlarıyla iyi geçinmesi muhtemel değil.,Yeni ev arkadaşlarıyla iyi geçinmesi kesin değil.,"Yeni ev arkadaşlarıyla iyi geçinmesi muhtemel, hatta kesin.","Yeni ev arkadaşlarıyla iyi geçinmesi muhtemel, belki de kesin.",Yeni ev arkadaşlarıyla iyi geçinmesi muhtemel ama kesin değil.,"Yeni ev arkadaşlarıyla iyi geçinmesi kesin değil, hatta muhtemel bile değil.","Yeni ev arkadaşlarıyla iyi geçinmesi kesin değil, belki muhtemel bile değil.",Yeni ev arkadaşlarıyla iyi geçinmesi kesin değil ama muhtemel.
muhtemel-kesin,Önümüzdeki ay oyun konsolu alması muhtemel.,Önümüzdeki ay oyun konsolu alması kesin.,Önümüzdeki ay oyun konsolu alması muhtemel değil.,Önümüzdeki ay oyun konsolu alması kesin değil.,"Önümüzdeki ay oyun konsolu alması muhtemel, hatta kesin.","Önümüzdeki ay oyun konsolu alması muhtemel, belki de kesin.",Önümüzdeki ay oyun konsolu alması muhtemel ama kesin değil.,"Önümüzdeki ay oyun konsolu alması kesin değil, hatta muhtemel bile değil.","Önümüzdeki ay oyun konsolu alması kesin değil, belki muhtemel bile değil.",Önümüzdeki ay oyun konsolu alması kesin değil ama muhtemel.
muhtemel-kesin,Boksörün arkadaşını dövmesi muhtemel.,Boksörün arkadaşını dövmesi kesin.,Boksörün arkadaşını dövmesi muhtemel değil.,Boksörün arkadaşını dövmesi kesin değil.,"Boksörün arkadaşını dövmesi muhtemel, hatta kesin.","Boksörün arkadaşını dövmesi muhtemel, belki de kesin.",Boksörün arkadaşını dövmesi muhtemel ama kesin değil.,"Boksörün arkadaşını dövmesi kesin değil, hatta muhtemel bile değil.","Boksörün arkadaşını dövmesi kesin değil, belki muhtemel bile değil.",Boksörün arkadaşını dövmesi kesin değil ama muhtemel.
muhtemel-kesin,Solan ağaçların ölmesi muhtemeldi.,Solan ağaçların ölmesi kesindi.,Solan ağaçların ölmesi muhtemel değildi.,Solan ağaçların ölmesi kesin değildi.,"Solan ağaçların ölmesi muhtemeldi, hatta kesindi.","Solan ağaçların ölmesi muhtemeldi, belki de kesindi.",Solan ağaçların ölmesi muhtemeldi ama kesin değildi.,"Solan ağaçların ölmesi kesin değildi, hatta muhtemel bile değildi.","Solan ağaçların ölmesi kesin değildi, belki muhtemel bile değildi.",Solan ağaçların ölmesi kesin değildi ama muhtemeldi.
