scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
birkaç-çok,Gelecek sene için yapılan projeksiyonların birkaçı gerçekçi.,Gelecek sene için yapılan projeksiyonların çoğu gerçekçi.,Gelecek sene için yapılan projeksiyonların hiçbiri gerçekçi değil.,Gelecek sene için yapılan projeksiyonların çoğu gerçekçi değil.,"Gelecek sene için yapılan projeksiyonların birkaçı gerçekçi, hatta çoğu gerçekçi.","Gelecek sene için yapılan projeksiyonların birkaçı gerçekçi, belki de çoğu gerçekçi.",Gelecek sene için yapılan projeksiyonların birkaçı gerçekçi ama çoğu gerçekçi değil.,"Gelecek sene için yapılan projeksiyonların çoğu gerçekçi değil, hatta birkaçı bile gerçekçi değil.","Gelecek sene için yapılan projeksiyonların çoğu gerçekçi değil, belki birkaçı bile gerçekçi değil.",Gelecek sene için yapılan projeksiyonların çoğu gerçekçi değil ama birkaçı gerçekçi.
birkaç-çok,Yarınki sınavların birkaçı zor olacak.,Yarınki sınavların çoğu zor olacak.,Yarınki sınavların hiçbiri zor olmayacak.,Yarınki sınavların çoğu zor olmayacak.,"Yarınki sınavların birkaçı zor olacak, hatta çoğu zor olacak.","Yarınki sınavların birkaçı zor olacak, belki de çoğu zor olacak.",Yarınki sınavların birkaçı zor olacak ama çoğu zor olmayacak.,"Yarınki sınavların çoğu zor olmayacak, hatta birkaçı bile zor olmayacak.","Yarınki sınavların çoğu zor olmayacak, belki birkaçı bile zor olmayacak.",Yarınki sınavların çoğu zor olmayacak ama birkaçı zor olacak.
birkaç-çok,Masaların birkaçının ayağı kırık.,Masaların çoğunun ayağı kırık.,Masaların hiçbirinin ayağı kırık değil.,Masaların çoğunun ayağı kırık değil.,"Masaların birkaçının ayağı kırık, hatta çoğunun ayağı kırık.","Masaların birkaçının ayağı kırık, belki de çoğunun ayağı kırık.",Masaların birkaçının ayağı kırık ama çoğunun ayağı kırık değil.,"Masaların çoğunun ayağı kırık değil, hatta birkaçının ayağı bile kırık değil.","Masaların çoğunun ayağı kırık değil, belki birkaçının ayağı bile kırık değil.",Masaların çoğunun ayağı kırık değil ama birkaçının ayağı kırık.
birkaç-çok,Sattığı kulaklıkların birkaçı sahte.,Sattığı kulaklıkların çoğu sahte.,Sattığı kulaklıkların hiçbiri sahte değil.,Sattığı kulaklıkların çoğu sahte değil.,"Sattığı kulaklıkların birkaçı sahte, hatta çoğu sahte.","Sattığı kulaklıkların birkaçı sahte, belki de çoğu sahte.",Sattığı kulaklıkların birkaçı sahte ama çoğu sahte değil.,"Sattığı kulaklıkların çoğu sahte değil, hatta birkaçı bile sahte değil.","Sattığı kulaklıkların çoğu sahte değil, belki birkaçı bile sahte değil.",Sattığı kulaklıkların çoğu sahte değil ama birkaçı sahte.
birkaç-çok,Cüzdanların birkaçını aynı yerden almıştık.,Cüzdanların çoğunu aynı yerden almıştık.,Cüzdanların hiçbiri aynı yerden almamıştık.,Cüzdanların çoğunu aynı yerden almamıştık.,"Cüzdanların birkaçını aynı yerden almıştık, hatta çoğunu aynı yerden almıştık.","Cüzdanların birkaçını aynı yerden almıştık, belki de çoğunu aynı yerden almıştık.",Cüzdanların birkaçını aynı yerden almıştık ama çoğunu aynı yerden almamıştık.,"Cüzdanların çoğunu aynı yerden almamıştık, hatta birkaçını bile aynı yerden almamıştık.","Cüzdanların çoğunu aynı yerden almamıştık, belki birkaçını bile aynı yerden almamıştık.",Cüzdanların çoğunu aynı yerden almamıştık ama birkaçını aynı yerden almıştık.
birkaç-çok,Yazıcıların birkaçının kartuşu sıkıntılı.,Yazıcıların çoğunun kartuşu sıkıntılı.,Yazıcıların hiçbirinin kartuşu sıkıntılı değil.,Yazıcıların çoğunun kartuşu sıkıntılı değil.,"Yazıcıların birkaçının kartuşu sıkıntılı, hatta çoğunun kartuşu sıkıntılı.","Yazıcıların birkaçının kartuşu sıkıntılı, belki de çoğunun kartuşu sıkıntılı.",Yazıcıların birkaçının kartuşu sıkıntılı ama çoğunun kartuşu sıkıntılı değil.,"Yazıcıların çoğunun kartuşu sıkıntılı değil, hatta birkaçının kartuşu bile sıkıntılı değil.","Yazıcıların çoğunun kartuşu sıkıntılı değil, belki birkaçının kartuşu bile sıkıntılı değil.",Yazıcıların çoğunun kartuşu sıkıntılı değil ama birkaçının kartuşu sıkıntılı.
birkaç-çok,Çatıların birkaçı eski mimari.,Çatıların çoğu eski mimari.,Çatıların hiçbiri eski mimari değil.,Çatıların çoğu eski mimari değil.,"Çatıların birkaçı eski mimari, hatta çoğu eski mimari.","Çatıların birkaçı eski mimari, belki de çoğu eski mimari.",Çatıların birkaçı eski mimari ama çoğu eski mimari değil.,"Çatıların çoğu eski mimari değil, hatta birkaçı bile eski mimari değil.","Çatıların çoğu eski mimari değil, belki birkaçı bile eski mimari değil.",Çatıların çoğu eski mimari değil ama birkaçı eski mimari.
birkaç-çok,Anahtarlarımın birkaçını İtalya'da yaptırmıştım.,Anahtarlarımın çoğunu İtalya'da yaptırmıştım.,Anahtarlarımın hiçbirini İtalya'da yaptırmamıştım.,Anahtarlarımın çoğunu İtalya'da yaptırmamıştım.,"Anahtarlarımın birkaçını İtalya'da yaptırmıştım, hatta çoğunu İtalya'da yaptırmıştım.","Anahtarlarımın birkaçını İtalya'da yaptırmıştım, belki de çoğunu İtalya'da yaptırmıştım.",Anahtarlarımın birkaçını İtalya'da yaptırmıştım ama çoğunu İtalya'da yaptırmamıştım.,"Anahtarlarımın çoğunu İtalya'da yaptırmamıştım, hatta birkaçını bile İtalya'da yaptırmamıştım.","Anahtarlarımın çoğunu İtalya'da yaptırmamıştım, belki birkaçını bile İtalya'da yaptırmamıştım.",Anahtarlarımın çoğunu İtalya'da yaptırmamıştım ama birkaçını İtalya'da yaptırmıştım.
birkaç-çok,Farelerin birkaçı ona alışkın.,Farelerin çoğu ona alışkın.,Farelerin hiçbiri ona alışkın değil.,Farelerin çoğu ona alışkın değil.,"Farelerin birkaçı ona alışkın, hatta çoğu ona alışkın.","Farelerin birkaçı ona alışkın, belki de çoğu ona alışkın.",Farelerin birkaçı ona alışkın ama çoğu ona alışkın değil.,"Farelerin çoğu ona alışkın değil, hatta birkaçı bile ona alışkın değil.","Farelerin çoğu ona alışkın değil, belki birkaçı bile ona alışkın değil.",Farelerin çoğu ona alışkın değil ama birkaçı ona alışkın.
birkaç-çok,Gözlüklerimin birkaçı miyop gözler için.,Gözlüklerimin çoğu miyop gözler için.,Gözlüklerimin hiçbiri miyop gözler için değil.,Gözlüklerimin çoğu miyop gözler için değil.,"Gözlüklerimin birkaçı miyop gözler için, hatta çoğu miyop gözler için.","Gözlüklerimin birkaçı miyop gözler için, belki de çoğu miyop gözler için.",Gözlüklerimin birkaçı miyop gözler için ama çoğu miyop gözler için değil.,"Gözlüklerimin çoğu miyop gözler için değil, hatta birkaçı bile miyop gözler için değil.","Gözlüklerimin çoğu miyop gözler için değil, belki birkaçı bile miyop gözler için değil.",Gözlüklerimin çoğu miyop gözler için değil ama birkaçı miyop gözler için.
birkaç-çok,Kedilerimin birkaçı sokak kedisi.,Kedilerimin çoğu sokak kedisi.,Kedilerimin hiçbiri sokak kedisi değil.,Kedilerimin çoğu sokak kedisi değil.,"Kedilerimin birkaçı sokak kedisi, hatta çoğu sokak kedisi.","Kedilerimin birkaçı sokak kedisi, belki de çoğu sokak kedisi.",Kedilerimin birkaçı sokak kedisi ama çoğu sokak kedisi değil.,"Kedilerimin çoğu sokak kedisi değil, hatta birkaçı bile sokak kedisi değil.","Kedilerimin çoğu sokak kedisi değil, belki birkaçı bile sokak kedisi değil.",Kedilerimin çoğu sokak kedisi değil ama birkaçı sokak kedisi.
birkaç-çok,Çatıdaki antenlerin birkaçı bir işe yarıyor.,Çatıdaki antenlerin çoğu bir işe yarıyor.,Çatıdaki antenlerin hiçbiri bir işe yaramıyor.,Çatıdaki antenlerin çoğu bir işe yaramıyor.,"Çatıdaki antenlerin birkaçı bir işe yarıyor, hatta çoğu bir işe yarıyor.","Çatıdaki antenlerin birkaçı bir işe yarıyor, belki de çoğu bir işe yarıyor.",Çatıdaki antenlerin birkaçı bir işe yarıyor ama çoğu bir işe yaramıyor.,"Çatıdaki antenlerin çoğu bir işe yaramıyor, hatta birkaçı bile bir işe yaramıyor.","Çatıdaki antenlerin çoğu bir işe yaramıyor, belki de birkaçı bile bir işe yaramıyor.",Çatıdaki antenlerin çoğu bir işe yaramıyor ama birkaçı bir işe yarıyor.
birkaç-çok,Büyük fırtınada birkaç tekne alabora olmuş.,Büyük fırtınada çoğu tekne alabora olmuş.,Büyük fırtınada hiçbir tekne alabora olmamış.,Büyük fırtınada çoğu tekne alabora olmamış.,"Büyük fırtınada birkaç tekne alabora olmuş, hatta çoğu tekne alabora olmuş.","Büyük fırtınada birkaç tekne alabora olmuş, belki de çoğu tekne alabora olmuş.",Büyük fırtınada birkaç tekne alabora olmuş ama çoğu tekne alabora olmamış.,"Büyük fırtınada çoğu tekne alabora olmamış, hatta birkaç tekne bile alabora olmamış.","Büyük fırtınada çoğu tekne alabora olmamış, belki de birkaç tekne bile alabora olmamış.",Büyük fırtınada çoğu tekne alabora olmamış ama birkaç tekne alabora olmuş.
birkaç-çok,Terliklerimin birkaçını özel ürettirdim.,Terliklerimin çoğunu özel ürettirdim.,Terliklerimin hiçbirini özel ürettirmedim.,Terliklerimin çoğunu özel ürettirmedim.,"Terliklerimin birkaçını özel ürettirdim, hatta çoğunu özel ürettirdim.","Terliklerimin birkaçını özel ürettirdim, belki de çoğunu özel ürettirdim.",Terliklerimin birkaçını özel ürettirdim ama çoğunu özel ürettirmedim.,"Terliklerimin çoğunu özel ürettirmedim, hatta birkaçını bile özel ürettirmedim.","Terliklerimin çoğunu özel ürettirmedim, belki birkaçını bile özel ürettirmedim.",Terliklerimin çoğunu özel ürettirmedim ama birkaçını özel ürettirdim.
birkaç-çok,Hırsızlar çantaların birkaçını çalmışlar.,Hırsızlar çantaların çoğunu çalmışlar.,Hırsızlar çantaların hiçbirini çalmamışlar.,Hırsızlar çantaların çoğunu çalmamışlar.,"Hırsızlar çantaların birkaçını çalmışlar, hatta çoğunu çalmışlar.","Hırsızlar çantaların birkaçını çalmışlar, belki de çoğunu çalmışlar.",Hırsızlar çantaların birkaçını çalmışlar ama çoğunu çalmamışlar.,"Hırsızlar çantaların çoğunu çalmamışlar, hatta birkaçını bile çalmamışlar.","Hırsızlar çantaların çoğunu çalmamışlar, belki birkaçını bile çalmamışlar.",Hırsızlar çantaların çoğunu çalmamışlar ama birkaçını çalmışlar.
birkaç-çok,Şarj cihazlarının birkaçı bozuk.,Şarj cihazlarının çoğu bozuk.,Şarj cihazlarının hiçbiri bozuk değil.,Şarj cihazlarının çoğu bozuk değil.,"Şarj cihazlarının birkaçı bozuk, hatta çoğu bozuk.","Şarj cihazlarının birkaçı bozuk, belki de çoğu bozuk.",Şarj cihazlarının birkaçı bozuk ama çoğu bozuk değil.,"Şarj cihazlarının çoğu bozuk değil, hatta birkaçı bile bozuk değil.","Şarj cihazlarının çoğu bozuk değil, belki birkaçı bile bozuk değil.",Şarj cihazlarının çoğu bozuk değil ama birkaçı bozuk.
birkaç-çok,Montlarımın birkaçını onlara verdim.,Montlarımın çoğunu onlara verdim.,Montlarımın hiçbirini onlara vermedim.,Montlarımın çoğunu onlara vermedim.,"Montlarımın birkaçını onlara verdim, hatta çoğunu onlara verdim.","Montlarımın birkaçını onlara verdim, belki de çoğunu onlara verdim.",Montlarımın birkaçını onlara verdim ama çoğunu onlara vermedim.,"Montlarımın çoğunu onlara vermedim, hatta birkaçını bile onlara vermedim.","Montlarımın çoğunu onlara vermedim, belki birkaçını bile onlara vermedim.",Montlarımın çoğunu onlara vermedim ama birkaçını onlara verdim.
birkaç-çok,Gitmeden önce arkadaşlarımın birkaçını aradım.,Gitmeden önce arkadaşlarımın çoğunu aradım.,Gitmeden önce arkadaşlarımın hiçbirini aramadım.,Gitmeden önce arkadaşlarımın çoğunu aramadım.,"Gitmeden önce arkadaşlarımın birkaçını aradım, hatta çoğunu aradım.","Gitmeden önce arkadaşlarımın birkaçını aradım, belki de çoğunu aradım.",Gitmeden önce arkadaşlarımın birkaçını aradım ama çoğunu aramadım.,"Gitmeden önce arkadaşlarımın çoğunu aramadım, hatta birkaçını bile aramadım.","Gitmeden önce arkadaşlarımın çoğunu aramadım, belki birkaçını bile aramadım.",Gitmeden önce arkadaşlarımın çoğunu aramadım ama birkaçını aradım.
birkaç-çok,Etek dikim işini birkaçına verdim.,Etek dikim işini çoğuna verdim.,Etek dikim işini hiçbirine vermedim.,Etek dikim işini çoğuna vermedim.,"Etek dikim işini birkaçına verdim, hatta çoğuna verdim.","Etek dikim işini birkaçına verdim, belki de çoğuna verdim.",Etek dikim işini birkaçına verdim ama çoğuna vermedim.,"Etek dikim işini çoğuna vermedim, hatta birkaçına bile vermedim.","Etek dikim işini çoğuna vermedim, belki birkaçına bile vermedim.",Etek dikim işini çoğuna vermedim ama birkaçına verdim.
birkaç-çok,Öğrencilerinizin birkaçı konuyu anlamış.,Öğrencilerinizin çoğu konuyu anlamış.,Öğrencilerinizin hiçbiri konuyu anlamamış.,Öğrencilerinizin çoğu konuyu anlamamış.,"Öğrencilerinizin birkaçı konuyu anlamış, hatta çoğu konuyu anlamış.","Öğrencilerinizin birkaçı konuyu anlamış, belki de çoğu konuyu anlamış.",Öğrencilerinizin birkaçı konuyu anlamış ama çoğu konuyu anlamamış.,"Öğrencilerinizin çoğu konuyu anlamamış, hatta birkaçı bile konuyu anlamamış.","Öğrencilerinizin çoğu konuyu anlamamış, belki birkaçı bile konuyu anlamamış.",Öğrencilerinizin çoğu konuyu anlamamış ama birkaçı konuyu anlamış.
birkaç-çok,Çoraplarımın birkaçı yırtık.,Çoraplarımın çoğu yırtık.,Çoraplarımın hiçbiri yırtık değil.,Çoraplarımın çoğu yırtık değil.,"Çoraplarımın birkaçı yırtık, hatta çoğu yırtık.","Çoraplarımın birkaçı yırtık, belki de çoğu yırtık.",Çoraplarımın birkaçı yırtık ama çoğu yırtık değil.,"Çoraplarımın çoğu yırtık değil, hatta birkaçı bile yırtık değil.","Çoraplarımın çoğu yırtık değil, belki birkaçı bile yırtık değil.",Çoraplarımın çoğu yırtık değil ama birkaçı yırtık.
birkaç-çok,Elbiselerimizin birkaçı yarışmada elendi.,Elbiselerimizin çoğu yarışmada elendi.,Elbiselerimizin hiçbiri yarışmada elenmedi.,Elbiselerimizin çoğu yarışmada elenmedi.,"Elbiselerimizin birkaçı yarışmada elendi, hatta çoğu yarışmada elendi.","Elbiselerimizin birkaçı yarışmada elendi, belki de çoğu yarışmada elendi.",Elbiselerimizin birkaçı yarışmada elendi ama çoğu yarışmada elenmedi.,"Elbiselerimizin çoğu yarışmada elenmedi, hatta birkaçı bile yarışmada elenmedi.","Elbiselerimizin çoğu yarışmada elenmedi, belki birkaçı bile yarışmada elenmedi.",Elbiselerimizin çoğu yarışmada elenmedi ama birkaçı yarışmada elendi.
birkaç-çok,Atkılarınızın deseni birkaçını mest etmiş.,Atkılarınızın deseni çoğunu mest etmiş.,Atkılarınızın deseni hiçbirini mest etmemiş.,Atkılarınızın deseni çoğunu mest etmemiş.,"Atkılarınızın deseni birkaçını mest etmiş, hatta çoğunu mest etmiş.","Atkılarınızın deseni birkaçını mest etmiş, belki de çoğunu mest etmiş.",Atkılarınızın deseni birkaçını mest etmiş ama çoğunu mest etmemiş.,"Atkılarınızın deseni çoğunu mest etmemiş, hatta birkaçını bile mest etmemiş.","Atkılarınızın deseni çoğunu mest etmemiş, belki birkaçını bile mest etmemiş.",Atkılarınızın deseni çoğunu mest etmemiş ama birkaçını mest etmiş.
birkaç-çok,Zımbaların birkaçı geçen gün bozuldu.,Zımbaların çoğu geçen gün bozuldu.,Zımbaların hiçbiri geçen gün bozulmadı.,Zımbaların çoğu geçen gün bozulmadı.,"Zımbaların birkaçı geçen gün bozuldu, hatta çoğu geçen gün bozuldu.","Zımbaların birkaçı geçen gün bozuldu, belki de çoğu geçen gün bozuldu.",Zımbaların birkaçı geçen gün bozuldu ama çoğu geçen gün bozulmadı.,"Zımbaların çoğu geçen gün bozulmadı, hatta birkaçı bile geçen gün bozulmadı.","Zımbaların çoğu geçen gün bozulmadı, belki birkaçı bile geçen gün bozulmadı.",Zımbaların çoğu geçen gün bozulmadı ama birkaçı geçen gün bozuldu.
birkaç-çok,Muhtarların birkaçı toplantıya gelecekmiş.,Muhtarların çoğu toplantıya gelecekmiş.,Muhtarların hiçbiri toplantıya gelmeyecekmiş.,Muhtarların çoğu toplantıya gelmeyecekmiş.,"Muhtarların birkaçı toplantıya gelecekmiş, hatta çoğu toplantıya gelecekmiş.","Muhtarların birkaçı toplantıya gelecekmiş, belki de çoğu toplantıya gelecekmiş.",Muhtarların birkaçı toplantıya gelecekmiş ama çoğu toplantıya gelmeyecekmiş.,"Muhtarların çoğu toplantıya gelmeyecekmiş, hatta birkaçı bile toplantıya gelmeyecekmiş.","Muhtarların çoğu toplantıya gelmeyecekmiş, belki birkaçı bile toplantıya gelmeyecekmiş.",Muhtarların çoğu toplantıya gelmeyecekmiş ama birkaçı toplantıya gelecekmiş.
birkaç-çok,Köpeklerin birkaçı hasta.,Köpeklerin çoğu hasta.,Köpeklerin hiçbiri hasta değil.,Köpeklerin çoğu hasta değil.,"Köpeklerin birkaçı hasta, hatta çoğu hasta.","Köpeklerin birkaçı hasta, belki de çoğu hasta.",Köpeklerin birkaçı hasta ama çoğu hasta değil.,"Köpeklerin çoğu hasta değil, hatta birkaçı bile hasta değil.","Köpeklerin çoğu hasta değil, belki birkaçı bile hasta değil.",Köpeklerin çoğu hasta değil ama birkaçı hasta.
birkaç-çok,Tepedeki evlerin birkaçının elektriği kesildi.,Tepedeki evlerin çoğunun elektriği kesildi.,Tepedeki evlerin hiçbirinin elektriği kesilmedi.,Tepedeki evlerin çoğunun elektriği kesilmedi.,"Tepedeki evlerin birkaçının elektriği kesildi, hatta çoğunun elektriği kesildi.","Tepedeki evlerin birkaçının elektriği kesildi, belki de çoğunun elektriği kesildi.",Tepedeki evlerin birkaçının elektriği kesildi ama çoğunun elektriği kesilmedi.,"Tepedeki evlerin çoğunun elektriği kesilmedi, hatta birkaçının elektriği bile kesilmedi.","Tepedeki evlerin çoğunun elektriği kesilmedi, belki birkaçının elektriği bile kesilmedi.",Tepedeki evlerin çoğunun elektriği kesilmedi ama birkaçının elektriği kesildi.
birkaç-çok,Meşe ağaçlarının birkaçı kurumuş.,Meşe ağaçlarının çoğu kurumuş.,Meşe ağaçlarının hiçbiri kurumamış.,Meşe ağaçlarının çoğu kurumamış.,"Meşe ağaçlarının birkaçı kurumuş, hatta çoğu kurumuş.","Meşe ağaçlarının birkaçı kurumuş, belki de çoğu kurumuş.",Meşe ağaçlarının birkaçı kurumuş ama çoğu kurumamış.,"Meşe ağaçlarının çoğu kurumamış, hatta birkaçı bile kurumamış.","Meşe ağaçlarının çoğu kurumamış, belki birkaçı bile kurumamış.",Meşe ağaçlarının çoğu kurumamış ama birkaçı kurumuş.
birkaç-çok,Oyuncaklarının birkaçını yolda gelirken kaybetmiş.,Oyuncaklarının çoğunu yolda gelirken kaybetmiş.,Oyuncaklarının hiçbirini yolda gelirken kaybetmemiş.,Oyuncaklarının çoğunu yolda gelirken kaybetmemiş.,"Oyuncaklarının birkaçını yolda gelirken kaybetmiş, hatta çoğunu yolda gelirken kaybetmiş.","Oyuncaklarının birkaçını yolda gelirken kaybetmiş, belki de çoğunu yolda gelirken kaybetmiş.",Oyuncaklarının birkaçını yolda gelirken kaybetmiş ama çoğunu yolda gelirken kaybetmemiş.,"Oyuncaklarının çoğunu yolda gelirken kaybetmemiş, hatta birkaçını bile yolda gelirken kaybetmemiş.","Oyuncaklarının çoğunu yolda gelirken kaybetmemiş, belki birkaçını bile yolda gelirken kaybetmemiş.",Oyuncaklarının çoğunu yolda gelirken kaybetmemiş ama birkaçını yolda gelirken kaybetmiş.
birkaç-çok,Spor malzemelerimizin birkaçını belediye verdi.,Spor malzemelerimizin çoğunu belediye verdi.,Spor malzemelerimizin hiçbirini belediye vermedi.,Spor malzemelerimizin çoğunu belediye vermedi.,"Spor malzemelerimizin birkaçını belediye verdi, hatta çoğunu belediye verdi.","Spor malzemelerimizin birkaçını belediye verdi, belki de çoğunu belediye verdi.",Spor malzemelerimizin birkaçını belediye verdi ama çoğunu belediye vermedi.,"Spor malzemelerimizin çoğunu belediye vermedi, hatta birkaçını bile belediye vermedi.","Spor malzemelerimizin çoğunu belediye vermedi, belki birkaçını bile belediye vermedi.",Spor malzemelerimizin çoğunu belediye vermedi ama birkaçını belediye verdi.
birkaç-çok,El aletlerinin birkaçının kullanma kılavuzu kayıp.,El aletlerinin çoğunun kullanma kılavuzu kayıp.,El aletlerinin hiçbirinin kullanma kılavuzu kayıp değil.,El aletlerinin çoğunun kullanma kılavuzu kayıp değil.,"El aletlerinin birkaçının kullanma kılavuzu kayıp, hatta çoğunun kayıp.","El aletlerinin birkaçının kullanma kılavuzu kayıp, belki de çoğunun kayıp.",El aletlerinin birkaçının kullanma kılavuzu kayıp ama çoğunun kayıp değil.,"El aletlerinin çoğunun kullanma kılavuzu kayıp değil, hatta birkaçının bile kayıp değil.","El aletlerinin çoğunun kullanma kılavuzu kayıp değil, belki birkaçının bile kayıp değil.",El aletlerinin çoğunun kullanma kılavuzu kayıp değil ama birkaçının kayıp.
birkaç-çok,Meclisteki vekillerin birkaçı konuştu.,Meclisteki vekillerin çoğu konuştu.,Meclisteki vekillerin hiçbirini konuşmadı.,Meclisteki vekillerin çoğu konuşmadı.,"Meclisteki vekillerin birkaçı konuştu, hatta çoğu konuştu.","Meclisteki vekillerin birkaçı konuştu, belki de çoğu konuştu.",Meclisteki vekillerin birkaçı konuştu ama çoğu konuşmadı.,"Meclisteki vekillerin çoğu konuşmadı, hatta birkaçı bile konuşmadı.","Meclisteki vekillerin çoğu konuşmadı, belki birkaçı bile konuşmadı.",Meclisteki vekillerin çoğu konuşmadı ama birkaçı konuştu.
birkaç-çok,Çöp kutularının birkaçının dizaynı kötü.,Çöp kutularının çoğunun dizaynı kötü.,Çöp kutularının hiçbirinin dizaynı kötü değil.,Çöp kutularının çoğunun dizaynı kötü değil.,"Çöp kutularının birkaçının dizaynı kötü, hatta çoğunun dizaynı kötü.","Çöp kutularının birkaçının dizaynı kötü, belki de çoğunun dizaynı kötü.",Çöp kutularının birkaçının dizaynı kötü ama çoğunun dizaynı kötü değil.,"Çöp kutularının çoğunun dizaynı kötü değil, hatta birkaçının bile dizaynı kötü değil.","Çöp kutularının çoğunun dizaynı kötü değil, belki birkaçının bile dizaynı kötü değil.",Çöp kutularının çoğunun dizaynı kötü değil ama birkaçının dizaynı kötü.
birkaç-çok,Başlıkların birkaçı istediğimiz seviyede renkli.,Başlıkların çoğu istediğimiz seviyede renkli.,Başlıkların hiçbiri istediğimiz seviyede renkli değil.,Başlıkların çoğu istediğimiz seviyede renkli değil.,"Başlıkların birkaçı istediğimiz seviyede renkli, hatta çoğu istediğimiz seviyede renkli.","Başlıkların birkaçı istediğimiz seviyede renkli, belki de çoğu istediğimiz seviyede renkli.",Başlıkların birkaçı istediğimiz seviyede renkli ama çoğu istediğimiz seviyede renkli değil.,"Başlıkların çoğu istediğimiz seviyede renkli değil, hatta birkaçı bile istediğimiz seviyede renkli değil.","Başlıkların çoğu istediğimiz seviyede renkli değil, belki birkaçı bile istediğimiz seviyede renkli değil.",Başlıkların çoğu istediğimiz seviyede renkli değil ama birkaçı istediğimiz seviyede renkli.
birkaç-çok,Arabaların birkaçı benzinsiz çalışıyor.,Arabaların çoğu benzinsiz çalışıyor.,Arabaların hiçbiri benzinsiz çalışmıyor.,Arabaların çoğu benzinsiz çalışmıyor.,"Arabaların birkaçı benzinsiz çalışıyor, hatta çoğu benzinsiz çalışıyor.","Arabaların birkaçı benzinsiz çalışıyor, belki de çoğu benzinsiz çalışıyor.",Arabaların birkaçı benzinsiz çalışıyor ama çoğu benzinsiz çalışmıyor.,"Arabaların çoğu benzinsiz çalışmıyor, hatta birkaçı bile benzinsiz çalışmıyor.","Arabaların çoğu benzinsiz çalışmıyor, belki birkaçı bile benzinsiz çalışmıyor.",Arabaların çoğu benzinsiz çalışmıyor ama birkaçı benzinsiz çalışıyor.
birkaç-çok,Minimalist tasarımlar birkaçının hoşuna gitti.,Minimalist tasarımlar çoğunun hoşuna gitti.,Minimalist tasarımlar hiçbirinin hoşuna gitmedi.,Minimalist tasarımlar çoğunun hoşuna gitmedi.,"Minimalist tasarımlar birkaçının hoşuna gitti, hatta çoğunun hoşuna gitti.","Minimalist tasarımlar birkaçının hoşuna gitti, belki de çoğunun hoşuna gitti.",Minimalist tasarımlar birkaçının hoşuna gitti ama çoğunun hoşuna gitmedi.,"Minimalist tasarımlar çoğunun hoşuna gitmedi, hatta birkaçının bile hoşuna gitmedi.","Minimalist tasarımlar çoğunun hoşuna gitmedi, belki birkaçının bile hoşuna gitmedi.",Minimalist tasarımlar çoğunun hoşuna gitmedi ama birkaçının hoşuna gitti.
birkaç-çok,Makyaj malzemelerinizin birkaçı sağlığa zararlıymış.,Makyaj malzemelerinizin çoğu sağlığa zararlıymış.,Makyaj malzemelerinizin hiçbiri sağlığa zararlı değilmiş.,Makyaj malzemelerinizin çoğu sağlığa zararlı değilmiş.,"Makyaj malzemelerinizin birkaçı sağlığa zararlıymış, hatta çoğu sağlığa zararlıymış.","Makyaj malzemelerinizin birkaçı sağlığa zararlıymış, belki de çoğu sağlığa zararlıymış.",Makyaj malzemelerinizin birkaçı sağlığa zararlıymış ama çoğu sağlığa zararlı değilmiş.,"Makyaj malzemelerinizin çoğu sağlığa zararlı değilmiş, hatta birkaçı bile sağlığa zararlı değilmiş.","Makyaj malzemelerinizin çoğu sağlığa zararlı değilmiş, belki birkaçı bile sağlığa zararlı değilmiş.",Makyaj malzemelerinizin çoğu sağlığa zararlı değilmiş ama birkaçı sağlığa zararlıymış.
birkaç-çok,Evcil hayvanlarınızın birkaçı tedavi oldu.,Evcil hayvanlarınızın çoğu tedavi oldu.,Evcil hayvanlarınızın hiçbiri tedavi olmadı.,Evcil hayvanlarınızın çoğu tedavi olmadı.,"Evcil hayvanlarınızın birkaçı tedavi oldu, hatta çoğu tedavi oldu.","Evcil hayvanlarınızın birkaçı tedavi oldu, belki de çoğu tedavi oldu.",Evcil hayvanlarınızın birkaçı tedavi oldu ama çoğu tedavi olmadı.,"Evcil hayvanlarınızın çoğu tedavi olmadı, hatta birkaçı bile tedavi olmadı.","Evcil hayvanlarınızın çoğu tedavi olmadı, belki birkaçı bile tedavi olmadı.",Evcil hayvanlarınızın çoğu tedavi olmadı ama birkaçı tedavi oldu.
birkaç-çok,Hobilerimizin birkaçı ortak.,Hobilerimizin çoğu ortak.,Hobilerimizin hiçbiri ortak değil.,Hobilerimizin çoğu ortak değil.,"Hobilerimizin birkaçı ortak, hatta çoğu ortak.","Hobilerimizin birkaçı ortak, belki de çoğu ortak.",Hobilerimizin birkaçı ortak ama çoğu ortak değil.,"Hobilerimizin çoğu ortak değil, hatta birkaçı bile ortak değil.","Hobilerimizin çoğu ortak değil, belki birkaçı bile ortak değil.",Hobilerimizin çoğu ortak değil ama birkaçı ortak.
