scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
herhalde-yüzde yüz,Soruma herhalde sen cevap verirmişsin.,Soruma yüzde yüz sen cevap verirmişsin.,Soruma herhalde sen cevap vermezmişsin.,Soruma senin cevap vereceğin yüzde yüz değilmiş.,"Soruma herhalde sen cevap verirmişsin, hatta cevap vereceğin yüzde yüzmüş.","Soruma herhalde sen cevap verirmişsin, belki de cevap vereceğin yüzde yüzmüş.",Soruma herhalde sen cevap verirmişsin ama cevap vereceğin yüzde yüz değilmiş.,"Soruma senin cevap vereceğin yüzde yüz değilmiş, hatta herhalde cevap vermezmişsin.","Soruma senin cevap vereceğin yüzde yüz değilmiş, belki de cevap vermezmiş.","Soruma senin cevap vereceğin yüzde yüz değilmiş, ama herhalde cevap verirmişsin."
herhalde-yüzde yüz,Buralarda herhalde sessiz olurlarmış.,Buralarda yüzde yüz sessiz olurlarmış.,Buralarda herhalde sessiz olmazlarmış.,Buralarda sessiz olacakları yüzde yüz değilmiş.,"Buralarda herhalde sessiz olurlarmış, hatta sessiz olacakları yüzde yüzmüş.","Buralarda herhalde sessiz olurlarmış, belki de sessiz olacakları yüzde yüzmüş.",Buralarda herhalde sessiz olurlarmış ama sessiz olacakları yüzde yüz değilmiş.,"Buralarda sessiz olacakları yüzde yüz değilmiş, hatta herhalde sessiz olmazlarmış.","Buralarda sessiz olacakları yüzde yüz değilmiş, belki de sessiz olmazlarmış.","Buralarda sessiz olacakları yüzde yüz değilmiş, ama herhalde sessiz olurlarmış."
herhalde-yüzde yüz,Bu yemek onu herhalde doyururmuş.,Bu yemeğin onu doyuracağı yüzde yüzmüş.,Bu yemek onu herhalde doyurmazmış.,Bu yemeğin onu doyuracağı yüzde yüz değilmiş.,"Bu yemek onu herhalde doyururmuş, hatta doyuracağı yüzde yüzmüş.","Bu yemek onu herhalde doyururmuş, belki de doyuracağı yüzde yüzmüş.",Bu yemek onu herhalde doyururmuş ama doyuracağı yüzde yüz değilmiş.,"Bu yemeğin onu doyuracağı yüzde yüz değilmiş, hatta herhalde doyurmazmış.","Bu yemeğin onu doyuracağı yüzde yüz değilmiş, belki de doyurmazmış.","Bu yemeğin onu doyuracağı yüzde yüz değilmiş, ama herhalde doyururmuş."
herhalde-yüzde yüz,Etkinlikte yemekleri herhalde sen pişirirmişsin.,Etkinlikte yemekleri yüzde yüz sen pişirirmişsin.,Etkinlikte yemekleri herhalde sen pişirmezmişsin.,Etkinlikte yemekleri senin pişireceğin yüzde yüz değilmiş.,"Etkinlikte yemekleri herhalde sen pişirirmişsin, hatta pişireceğin yüzde yüzmüş.","Etkinlikte yemekleri herhalde sen pişirirmişsin, belki de pişireceğin yüzde yüzmüş.",Etkinlikte yemekleri herhalde sen pişirirmişsin ama pişireceğin yüzde yüz değilmiş.,"Etkinlikte yemekleri senin pişireceğin yüzde yüz değilmiş, hatta herhalde pişirmezmişsin.","Etkinlikte yemekleri senin pişireceğin yüzde yüz değilmiş, belki de pişirmezmişsin.","Etkinlikte yemekleri senin pişireceğin yüzde yüz değilmiş, ama herhalde pişirirmişsin."
herhalde-yüzde yüz,Sofrayı herhalde siz kurarmışsınız.,Sofrayı yüzde yüz siz kurarmışsınız.,Sofrayı herhalde siz kurmazmışsınız.,Sofrayı sizin kuracağınız yüzde yüz değilmiş.,"Sofrayı herhalde siz kurarmışsınız, hatta kuracağınız yüzde yüzmüş.","Sofrayı herhalde siz kurarmışsınız, belki de kuracağınız yüzde yüzmüş.",Sofrayı herhalde siz kurarmışsınız ama kuracağınız yüzde yüz değilmiş.,"Sofrayı sizin kuracağınız yüzde yüz değilmiş, hatta herhalde kurmazmışsınız.","Sofrayı sizin kuracağınız yüzde yüz değilmiş, belki de kurmazmışsınızmış.","Sofrayı sizin kuracağınız yüzde yüz değilmiş, ama herhalde kurarmışsınız."
herhalde-yüzde yüz,Servisi herhalde şef yaparmış.,Servisi yüzde yüz şef yaparmış.,Servisi herhalde şef yapmazmış.,Servisi şefin yapacağı yüzde yüz değilmiş.,"Servisi herhalde şef yaparmış, hatta yapacağı yüzde yüzmüş.","Servisi herhalde şef yaparmış, belki de yapacağı yüzde yüzmüş.",Servisi herhalde şef yaparmış ama yapacağı yüzde yüz değilmiş.,"Servisi şefin yapacağı yüzde yüz değilmiş, hatta herhalde yapmazmış.","Servisi şefin yapacağı yüzde yüz değilmiş, belki de yapmazmış.","Servisi şefin yapacağı yüzde yüz değilmiş, ama herhalde yaparmış."
herhalde-yüzde yüz,Sofrayı herhalde onlar kaldırırmış.,Sofrayı yüzde yüz onlar kaldırırmış.,Sofrayı herhalde onlar kaldırmazmış.,Sofrayı onların kaldıracağı yüzde yüz değilmiş.,"Sofrayı herhalde onlar kaldırırmış, hatta kaldıracakları yüzde yüzmüş.","Sofrayı herhalde onlar kaldırırmış, belki de kaldıracakları yüzde yüzmüş.",Sofrayı herhalde onlar kaldırırmış ama kaldıracakları yüzde yüz değilmiş.,"Sofrayı onların kaldıracakları yüzde yüz değilmiş, hatta herhalde kaldırmazmış.","Sofrayı onların kaldıracakları yüzde yüz değilmiş, belki de kaldırmazmış.","Sofrayı onların kaldıracakları yüzde yüz değilmiş, ama herhalde kaldırırmış."
herhalde-yüzde yüz,Bulaşıkları herhalde Buğralar yıkarmış.,Bulaşıkları yüzde yüz Buğralar yıkarmış.,Bulaşıkları herhalde Buğralar yıkamazmış.,Bulaşıkları Buğraların yıkayacağı yüzde yüz değilmiş.,"Bulaşıkları herhalde Buğralar yıkarmış, hatta yıkayacağı yüzde yüzmüş.","Bulaşıkları herhalde Buğralar yıkarmış, belki de yıkayacağı yüzde yüzmüş.",Bulaşıkları herhalde Buğralar yıkarmış ama yıkayacağı yüzde yüz değilmiş.,"Bulaşıkları Buğraların yıkayacağı yüzde yüz değilmiş, hatta herhalde yıkamazmış.","Bulaşıkları Buğraların yıkayacağı yüzde yüz değilmiş, belki de yıkamazmış.","Bulaşıkları Buğraların yıkayacağı yüzde yüz değilmiş, ama herhalde yıkarmış."
herhalde-yüzde yüz,Yolda herhalde uyurlarmış.,Yolda yüzde yüz uyurlarmış.,Yolda herhalde uyumazlarmış.,Yolda uyuyacakları yüzde yüz değilmiş.,"Yolda herhalde uyurlarmış, hatta uyuyacakları yüzde yüzmüş.","Yolda herhalde uyurlarmış, belki de uyuyacakları yüzde yüzmüş.",Yolda herhalde uyurlarmış ama uyuyacakları yüzde yüz değilmiş.,"Yolda uyuyacakları yüzde yüz değilmiş, hatta herhalde uyumazlarmış.","Yolda uyuyacakları yüzde yüz değilmiş, belki de uyumazlarmış.","Yolda uyuyacakları yüzde yüz değilmiş, ama herhalde uyurlarmış."
herhalde-yüzde yüz,Çıkmadan herhalde dişlerini fırçalarmış.,Çıkmadan yüzde yüz dişlerini fırçalarmış.,Çıkmadan herhalde dişlerini fırçalamazmış.,Çıkmadan dişlerini fırçalayacağı yüzde yüz değilmiş.,"Çıkmadan herhalde dişlerini fırçalarmış, hatta fırçalayacağı yüzde yüzmüş.","Çıkmadan herhalde dişlerini fırçalarmış, belki de fırçalayacağı yüzde yüzmüş.",Çıkmadan herhalde dişlerini fırçalarmış ama fırçalayacağı yüzde yüz değilmiş.,"Çıkmadan dişlerini fırçalayacağı yüzde yüz değilmiş, hatta herhalde fırçalamazmış.","Çıkmadan dişlerini fırçalayacağı yüzde yüz değilmiş, belki de fırçalamazmış.","Çıkmadan dişlerini fırçalayacağı yüzde yüz değilmiş, ama herhalde fırçalarmış."
herhalde-yüzde yüz,Sahneden önce herhalde makyaj yaparlarmış.,Sahneden önce yüzde yüz makyaj yaparlarmış.,Sahneden önce herhalde makyaj yapmazlarmış.,Sahneden önce makyaj yapacakları yüzde yüz değilmiş.,"Sahneden önce herhalde makyaj yaparlarmış, hatta yapacakları yüzde yüzmüş.","Sahneden önce herhalde makyaj yaparlarmış, belki de yapacakları yüzde yüzmüş.",Sahneden önce herhalde makyaj yaparlarmış ama yapacakları yüzde yüz değilmiş.,"Sahneden önce makyaj yapacakları yüzde yüz değilmiş, hatta herhalde makyaj yapmazlarmış.","Sahneden önce makyaj yapacakları yüzde yüz değilmiş, belki de makyaj yapmazlarmış.","Sahneden önce makyaj yapacakları yüzde yüz değilmiş, ama herhalde makyaj yaparlarmış."
herhalde-yüzde yüz,Yeni elbiseleri herhalde yıkarmış.,Yeni elbiseleri yüzde yüz yıkarmış.,Yeni elbiseleri herhalde yıkamazmış.,Yeni elbiseleri yıkayacağı yüzde yüz değilmiş.,"Yeni elbiseleri herhalde yıkarmış, hatta yıkayacağı yüzde yüzmüş.","Yeni elbiseleri herhalde yıkarmış, belki de yıkayacağı yüzde yüzmüş.",Yeni elbiseleri herhalde yıkarmış ama yıkayacağı yüzde yüz değilmiş.,"Yeni elbiseleri yıkayacağı yüzde yüz değilmiş, hatta herhalde yıkamazmış.","Yeni elbiseleri yıkayacağı yüzde yüz değilmiş, belki de yıkamazmış.","Yeni elbiseleri yıkayacağı yüzde yüz değilmiş, ama herhalde yıkarmış."
herhalde-yüzde yüz,Havuzdan sonra herhalde duş alırmış.,Havuzdan sonra yüzde yüz duş alırmış.,Havuzdan sonra herhalde duş almazmış.,Havuzdan sonra duş alacağı yüzde yüz değilmiş.,"Havuzdan sonra herhalde duş alırmış, hatta alacağı yüzde yüzmüş.","Havuzdan sonra herhalde duş alırmış, belki de alacağı yüzde yüzmüş.",Havuzdan sonra herhalde duş alırmış ama alacağı yüzde yüz değilmiş.,"Havuzdan sonra duş alacağı yüzde yüz değilmiş, hatta herhalde almazmış.","Havuzdan sonra duş alacağı yüzde yüz değilmiş, belki de almazmış.","Havuzdan sonra duş alacağı yüzde yüz değilmiş, ama herhalde alırmış."
herhalde-yüzde yüz,Saçlarını herhalde Fuat'a yaptırırmış.,Saçlarını yüzde yüz Fuat'a yaptırırmış.,Saçlarını herhalde Fuat'a yaptırmazmış.,Saçlarını Fuat'a yaptıracağı yüzde yüz değilmiş.,"Saçlarını herhalde Fuat'a yaptırırmış, hatta yaptıracağı yüzde yüzmüş.","Saçlarını herhalde Fuat'a yaptırırmış, belki de yaptıracağı yüzde yüzmüş.",Saçlarını herhalde Fuat'a yaptırırmış ama yaptıracağı yüzde yüz değilmiş.,"Saçlarını Fuat'a yaptıracağı yüzde yüz değilmiş, hatta herhalde yaptırmazmış.","Saçlarını Fuat'a yaptıracağı yüzde yüz değilmiş, belki de yaptırmazmış.","Saçlarını Fuat'a yaptıracağı yüzde yüz değilmiş, ama herhalde yaptırırmış."
herhalde-yüzde yüz,Herhalde dörtte uyanırlarmış.,Yüzde yüz dörtte uyanırlarmış.,Herhalde dörtte uyanmazlarmış.,Dörtte uyanacakları yüzde yüz değilmiş.,"Herhalde dörtte uyanırlarmış, hatta uyanacakları yüzde yüzmüş.","Herhalde dörtte uyanırlarmış, belki de uyanacakları yüzde yüzmüş.",Herhalde dörtte uyanırlarmış ama uyanacakları yüzde yüz değilmiş.,"Dörtte uyanacakları yüzde yüz değilmiş, hatta herhalde uyanmazlarmış.","Dörtte uyanacakları yüzde yüz değilmiş, belki de uyanmazlarmış.","Dörtte uyanacakları yüzde yüz değilmiş, ama herhalde uyanırlarmış."
herhalde-yüzde yüz,Herhalde yeni insanlarla tanıştı.,Yüzde yüz yeni insanlarla tanıştı.,Herhalde yeni insanlarla tanışmadı.,Yeni insanlarla tanıştığı yüzde yüz değil.,"Herhalde yeni insanlarla tanıştı, hatta tanıştığı yüzde yüz.","Herhalde yeni insanlarla tanıştı, belki de tanıştığı yüzde yüz.",Herhalde yeni insanlarla tanıştı ama tanıştığı yüzde yüz değil.,"Yeni insanlarla tanıştığı yüzde yüz değil, hatta herhalde tanışmadı.","Yeni insanlarla tanıştığı yüzde yüz değil, belki de tanışmadı bile.","Yeni insanlarla tanıştığı yüzde yüz değil, ama herhalde tanıştı."
herhalde-yüzde yüz,Eski sevgilisiyle herhalde bu konu için görüştü.,Eski sevgilisiyle yüzde yüz bu konu için görüştü.,Eski sevgilisiyle herhalde bu konu için görüşmedi.,Eski sevgilisiyle bu konu için görüştüğü yüzde yüz değil.,"Eski sevgilisiyle herhalde bu konu için görüştü, hatta görüştüğü yüzde yüz.","Eski sevgilisiyle herhalde bu konu için görüştü, belki de görüştüğü yüzde yüz.",Eski sevgilisiyle herhalde bu konu için görüştü ama görüştüğü yüzde yüz değil.,"Eski sevgilisiyle bu konu için görüştüğü yüzde yüz değil, hatta herhalde görüşmedi.","Eski sevgilisiyle bu konu için görüştüğü yüzde yüz değil, belki de görüşmedi bile.","Eski sevgilisiyle bu konu için görüştüğü yüzde yüz değil, ama herhalde görüştü."
herhalde-yüzde yüz,İşyerinden herhalde altı gibi ayrıldı.,İşyerinden yüzde yüz altı gibi ayrıldı.,İşyerinden herhalde altı gibi ayrılmadı.,İşyerinden altı gibi ayrılacağı yüzde yüz değil.,"İşyerinden herhalde altı gibi ayrıldı, hatta ayrılacağı yüzde yüz.","İşyerinden herhalde altı gibi ayrıldı, belki de ayrılacağı yüzde yüz.",İşyerinden herhalde altı gibi ayrıldı ama ayrılacağı yüzde yüz değil.,"İşyerinden altı gibi ayrılacağı yüzde yüz değil, hatta herhalde ayrılmadı.","İşyerinden altı gibi ayrılacağı yüzde yüz değil, belki de ayrılmadı bile.","İşyerinden altı gibi ayrılacağı yüzde yüz değil, ama herhalde ayrıldı."
herhalde-yüzde yüz,Gitmeden önce herhalde bir şeyler yedi.,Gitmeden önce yüzde yüz bir şeyler yedi.,Gitmeden önce herhalde bir şeyler yemedi.,Gitmeden önce bir şeyler yediği yüzde yüz değil.,"Gitmeden önce herhalde bir şeyler yedi, hatta yediği yüzde yüz.","Gitmeden önce herhalde bir şeyler yedi, belki de yediği yüzde yüz.",Gitmeden önce herhalde bir şeyler yedi ama yediği yüzde yüz değil.,"Gitmeden önce bir şeyler yediği yüzde yüz değil, hatta herhalde bir şeyler yemedi.","Gitmeden önce bir şeyler yediği yüzde yüz değil, belki de bir şeyler yemedi bile.","Gitmeden önce bir şeyler yediği yüzde yüz değil, ama herhalde bir şeyler yedi."
herhalde-yüzde yüz,Bayramda dedelerinin elini herhalde öptü.,Bayramda dedelerinin elini yüzde yüz öptü.,Bayramda dedelerinin elini herhalde öpmedi.,Bayramda dedelerinin elini öptüğü yüzde yüz değil.,"Bayramda dedelerinin elini herhalde öptü, hatta öptüğü yüzde yüz.","Bayramda dedelerinin elini herhalde öptü, belki de öptüğü yüzde yüz.",Bayramda dedelerinin elini herhalde öptü ama öptüğü yüzde yüz değil.,"Bayramda dedelerinin elini öptüğü yüzde yüz değil, hatta herhalde öpmedi.","Bayramda dedelerinin elini öptüğü yüzde yüz değil, belki de öpmedi bile.","Bayramda dedelerinin elini öptüğü yüzde yüz değil, ama herhalde öptü."
herhalde-yüzde yüz,Herhalde Almanca dersine gitti.,Yüzde yüz Almanca dersine gitti.,Herhalde Almanca dersine gitmedi.,Almanca dersine gittiği yüzde yüz değil.,"Herhalde Almanca dersine gitti, hatta gittiği yüzde yüz.","Herhalde Almanca dersine gitti, belki de gittiği yüzde yüz.",Herhalde Almanca dersine gitti ama gittiği yüzde yüz değil.,"Almanca dersine gittiği yüzde yüz değil, hatta herhalde gitmedi.","Almanca dersine gittiği yüzde yüz değil, belki de gitmedi bile.","Almanca dersine gittiği yüzde yüz değil, ama herhalde gitti."
herhalde-yüzde yüz,Balkonun kapısını herhalde kapattı.,Balkonun kapısını kapattığı yüzde yüz.,Balkonun kapısını herhalde kapatmadı.,Balkonun kapısını kapattığı yüzde yüz değil.,"Balkonun kapısını herhalde kapattı, hatta kapattığı yüzde yüz.","Balkonun kapısını herhalde kapattı, belki de kapattığı yüzde yüz.",Balkonun kapısını herhalde kapattı ama kapattığı yüzde yüz değil.,"Balkonun kapısını kapattığı yüzde yüz değil, hatta herhalde kapatmadı.","Balkonun kapısını kapattığı yüzde yüz değil, belki de kapatmadı bile.","Balkonun kapısını kapattığı yüzde yüz değil, ama herhalde kapattı."
herhalde-yüzde yüz,Herhalde çay demledi.,Yüzde yüz çay demledi.,Herhalde çay demlemedi.,Çay demlediği yüzde yüz değil.,"Herhalde çay demledi, hatta demlediği yüzde yüz.","Herhalde çay demledi, belki de demlediği yüzde yüz.",Herhalde çay demledi ama demlediği yüzde yüz değil.,"Çay demlediği yüzde yüz değil, hatta herhalde demlemedi.","Çay demlediği yüzde yüz değil, belki de demlemedi bile.","Çay demlediği yüzde yüz değil, ama herhalde demledi."
herhalde-yüzde yüz,Türk kahvesini herhalde şekersiz yaptı.,Yüzde yüz Türk kahvesini şekersiz yaptı.,Türk kahvesini herhalde şekersiz yapmadı.,Türk kahvesini şekersiz yaptığı yüzde yüz değil.,"Türk kahvesini herhalde şekersiz yaptı, hatta yaptığı yüzde yüz.","Türk kahvesini herhalde şekersiz yaptı, belki de yaptığı yüzde yüz.",Türk kahvesini herhalde şekersiz yaptı ama yaptığı yüzde yüz değil.,"Türk kahvesini şekersiz yaptığı yüzde yüz değil, hatta herhalde yapmadı.","Türk kahvesini şekersiz yaptığı yüzde yüz değil, belki de yapmadı bile.","Türk kahvesini şekersiz yaptığı yüzde yüz değil, ama şekersiz herhalde yaptı."
herhalde-yüzde yüz,Otuz yaşına gelmeden herhalde evlendi.,Otuz yaşına gelmeden yüzde yüz evlendi.,Otuz yaşına gelmeden herhalde evlenmedi.,Otuz yaşına gelmeden evlendiği yüzde yüz değil.,"Otuz yaşına gelmeden herhalde evlendi, hatta evlendiği yüzde yüz.","Otuz yaşına gelmeden herhalde evlendi, belki de evlendiği yüzde yüz.",Otuz yaşına gelmeden herhalde evlendi ama evlendiği yüzde yüz değil.,"Otuz yaşına gelmeden evlendiği yüzde yüz değil, hatta herhalde evlenmedi.","Otuz yaşına gelmeden evlendiği yüzde yüz değil, belki de evlenmedi bile.","Otuz yaşına gelmeden evlendiği yüzde yüz değil, ama herhalde evlendi."
herhalde-yüzde yüz,Herhalde güney sahillerini gezdi.,Yüzde yüz güney sahillerini gezdi.,Herhalde güney sahillerini gezmedi.,Güney sahillerini gezdiği yüzde yüz değil.,"Herhalde güney sahillerini gezdi, hatta gezdiği yüzde yüz.","Herhalde güney sahillerini gezdi, belki de gezdiği yüzde yüz.",Herhalde güney sahillerini gezdi ama gezdiği yüzde yüz değil.,"Güney sahillerini gezdiği yüzde yüz değil, hatta herhalde gezmedi.","Güney sahillerini gezdiği yüzde yüz değil, belki de gezmedi bile.","Güney sahillerini gezdiği yüzde yüz değil, ama herhalde gezdi."
herhalde-yüzde yüz,Yunan adalarına herhalde tekneyle gittiler.,Yunan adalarına yüzde yüz tekneyle gittiler.,Yunan adalarına herhalde tekneyle gitmediler.,Yunan adalarına tekneyle gittikleri yüzde yüz değil.,"Yunan adalarına herhalde tekneyle gittiler, hatta gittikleri yüzde yüz.","Yunan adalarına herhalde tekneyle gittiler, belki de gittikleri yüzde yüz.",Yunan adalarına herhalde tekneyle gittiler ama gittikleri yüzde yüz değil.,"Yunan adalarına tekneyle gittikleri yüzde yüz değil, hatta herhalde gitmediler.","Yunan adalarına tekneyle gittikleri yüzde yüz değil, belki de gitmediler bile.","Yunan adalarına tekneyle gittikleri yüzde yüz değil, ama herhalde gittiler."
herhalde-yüzde yüz,Arabasının motorunu herhalde tamir ettirdi.,Arabasının motorunu yüzde yüz tamir ettirdi.,Arabasının motorunu herhalde tamir ettirmedi.,Arabasının motorunu tamir ettirdiği yüzde yüz değil.,"Arabasının motorunu herhalde tamir ettirdi, hatta ettirdiği yüzde yüz.","Arabasının motorunu herhalde tamir ettirdi, belki de ettirdiği yüzde yüz.",Arabasının motorunu herhalde tamir ettirdi ama ettirdiği yüzde yüz değil.,"Arabasının motorunu tamir ettirdiği yüzde yüz değil, hatta herhalde tamir ettirmedi.","Arabasının motorunu tamir ettirdiği yüzde yüz değil, belki de tamir ettirmedi bile.","Arabasının motorunu tamir ettirdiği yüzde yüz değil, ama herhalde tamir ettirdi."
herhalde-yüzde yüz,Tüm kuruma herhalde ırkçılığa karşı eğitim verdi.,Tüm kuruma ırkçılığa karşı eğitim verdiği yüzde yüz.,Tüm kuruma herhalde ırkçılığa karşı eğitim vermedi.,Tüm kuruma ırkçılığa karşı eğitim verdiği yüzde yüz değil.,"Tüm kuruma herhalde ırkçılığa karşı eğitim verdi, hatta verdiği yüzde yüz.","Tüm kuruma herhalde ırkçılığa karşı eğitim verdi, belki de verdiği yüzde yüz.",Tüm kuruma herhalde ırkçılığa karşı eğitim verdi ama verdiği yüzde yüz değil.,"Tüm kuruma ırkçılığa karşı eğitim verdiği yüzde yüz değil, hatta herhalde vermedi.","Tüm kuruma ırkçılığa karşı eğitim verdiği yüzde yüz değil, belki de vermedi bile.","Tüm kuruma ırkçılığa karşı eğitim verdiği yüzde yüz değil, ama herhalde verdi."
herhalde-yüzde yüz,Toplantının sonunda herhalde el sıkıştılar.,Toplantının sonunda yüzde yüz el sıkıştılar.,Toplantının sonunda herhalde el sıkışmadılar.,Toplantının sonunda el sıkıştıkları yüzde yüz değil.,"Toplantının sonunda herhalde el sıkıştılar, hatta el sıkıştıkları yüzde yüz.","Toplantının sonunda herhalde el sıkıştılar, belki de el sıkıştıkları yüzde yüz.",Toplantının sonunda herhalde el sıkıştılar ama el sıkıştıkları yüzde yüz değil.,"Toplantının sonunda el sıkıştıkları yüzde yüz değil, hatta herhalde el sıkışmadılar.","Toplantının sonunda el sıkıştıkları yüzde yüz değil, belki de el sıkışmadılar bile.","Toplantının sonunda el sıkıştıkları yüzde yüz değil, ama herhalde el sıkıştılar."
herhalde-yüzde yüz,Antep mutfağı herhalde birinci oldu.,Antep mutfağı yüzde yüz birinci oldu.,Antep mutfağı herhalde birinci olmadı.,Antep mutfağının birinci olduğu yüzde yüz değil.,"Antep mutfağı herhalde birinci oldu, hatta birinci olduğu yüzde yüz.","Antep mutfağı herhalde birinci oldu, belki de birinci olduğu yüzde yüz.",Antep mutfağı herhalde birinci oldu ama birinci olduğu yüzde yüz değil.,"Antep mutfağının birinci olduğu yüzde yüz değil, hatta herhalde birinci olmadı.","Antep mutfağının birinci olduğu yüzde yüz değil, belki de birinci olmadı bile.","Antep mutfağının birinci olduğu yüzde yüz değil, ama herhalde birinci oldu."
herhalde-yüzde yüz,Patatesleri herhalde tarladan aldı.,Patatesleri yüzde yüz tarladan aldı.,Patatesleri herhalde tarladan almadı.,Patatesleri tarladan aldığı yüzde yüz değil.,"Patatesleri herhalde tarladan aldı, hatta aldığı yüzde yüz.","Patatesleri herhalde tarladan aldı, belki de aldığı yüzde yüz.",Patatesleri herhalde tarladan aldı ama aldığı yüzde yüz değil.,"Patatesleri tarladan aldığı yüzde yüz değil, hatta herhalde almadı.","Patatesleri tarladan aldığı yüzde yüz değil, belki de almadı bile.","Patatesleri tarladan aldığı yüzde yüz değil, ama herhalde aldı."
herhalde-yüzde yüz,Sütü herhalde ısıtıp içtiler.,Sütü yüzde yüz ısıtıp içtiler.,Sütü herhalde ısıtıp içmediler.,Sütü ısıtıp içtikleri yüzde yüz değil.,"Sütü herhalde ısıtıp içtiler, hatta içtikleri yüzde yüz.","Sütü herhalde ısıtıp içtiler, belki de içtikleri yüzde yüz.",Sütü herhalde ısıtıp içtiler ama içtikleri yüzde yüz değil.,"Sütü ısıtıp içtikleri yüzde yüz değil, hatta herhalde içmediler.","Sütü ısıtıp içtikleri yüzde yüz değil, belki de içmediler bile.","Sütü ısıtıp içtikleri yüzde yüz değil, ama herhalde içtiler."
herhalde-yüzde yüz,Herhalde arkadaşlarından özür diledi.,Yüzde yüz arkadaşlarından özür diledi.,Herhalde arkadaşlarından özür dilemedi.,Arkadaşlarından özür dilediği yüzde yüz değil.,"Herhalde arkadaşlarından özür diledi, hatta dilediği yüzde yüz.","Herhalde arkadaşlarından özür diledi, belki de dilediği yüzde yüz.",Herhalde arkadaşlarından özür diledi ama dilediği yüzde yüz değil.,"Arkadaşlarından özür dilediği yüzde yüz değil, hatta herhalde dilemedi.","Arkadaşlarından özür dilediği yüzde yüz değil, belki de dilemedi bile.","Arkadaşlarından özür dilediği yüzde yüz değil, ama herhalde diledi."
herhalde-yüzde yüz,Bunca yıldan sonra herhalde görüştüler.,Bunca yıldan sonra yüzde yüz görüştüler.,Bunca yıldan sonra herhalde görüşmediler.,Bunca yıldan sonra görüştükleri yüzde yüz değil.,"Bunca yıldan sonra herhalde görüştüler, hatta görüştükleri yüzde yüz.","Bunca yıldan sonra herhalde görüştüler, belki de görüştükleri yüzde yüz.",Bunca yıldan sonra herhalde görüştüler ama görüştükleri yüzde yüz değil.,"Bunca yıldan sonra görüştükleri yüzde yüz değil, hatta herhalde görüşmediler.","Bunca yıldan sonra görüştükleri yüzde yüz değil, belki de görüşmediler bile.","Bunca yıldan sonra görüştükleri yüzde yüz değil, ama herhalde görüştüler."
herhalde-yüzde yüz,Akşamki buluşmayı herhalde erteledi.,Akşamki buluşmayı yüzde yüz erteledi.,Akşamki buluşmayı herhalde ertelemedi.,Akşamki buluşmayı ertelediği yüzde yüz değil.,"Akşamki buluşmayı herhalde erteledi, hatta ertelediği yüzde yüz.","Akşamki buluşmayı herhalde erteledi, belki de ertelediği yüzde yüz.",Akşamki buluşmayı herhalde erteledi ama ertelediği yüzde yüz değil.,"Akşamki buluşmayı ertelediği yüzde yüz değil, hatta herhalde ertelemedi.","Akşamki buluşmayı ertelediği yüzde yüz değil, belki de ertelemedi bile.","Akşamki buluşmayı ertelediği yüzde yüz değil, ama herhalde erteledi."
herhalde-yüzde yüz,Herhalde filmi sonuna kadar izlediler.,Yüzde yüz filmi sonuna kadar izlediler.,Herhalde filmi sonuna kadar izlemediler.,Filmi sonuna kadar izledikleri yüzde yüz değil.,"Herhalde filmi sonuna kadar izlediler, hatta izledikleri yüzde yüz.","Herhalde filmi sonuna kadar izlediler, belki de izledikleri yüzde yüz.",Herhalde filmi sonuna kadar izlediler ama izledikleri yüzde yüz değil.,"Filmi sonuna kadar izledikleri yüzde yüz değil, hatta herhalde izlemediler.","Filmi sonuna kadar izledikleri yüzde yüz değil, belki de izlemediler bile.","Filmi sonuna kadar izledikleri yüzde yüz değil, ama herhalde izlediler."
herhalde-yüzde yüz,Bozuk saatleri herhalde kırdı.,Bozuk saatleri yüzde yüz kırdı.,Bozuk saatleri herhalde kırmadı.,Bozuk saatleri kırdığı yüzde yüz değil.,"Bozuk saatleri herhalde kırdı, hatta kırdığı yüzde yüz.","Bozuk saatleri herhalde kırdı, belki de kırdığı yüzde yüz.",Bozuk saatleri herhalde kırdı ama kırdığı yüzde yüz değil.,"Bozuk saatleri kırdığı yüzde yüz değil, hatta herhalde kırmadı.","Bozuk saatleri kırdığı yüzde yüz değil, belki de kırmadı bile.","Bozuk saatleri kırdığı yüzde yüz değil, ama herhalde kırdı."
herhalde-yüzde yüz,Herhalde buraya üç katlı bir ev inşa ettiler.,Yüzde yüz buraya üç katlı bir ev inşa ettiler.,Herhalde buraya üç katlı bir ev inşa etmediler.,Buraya üç katlı bir ev inşa ettikleri yüzde yüz değil.,"Herhalde buraya üç katlı bir ev inşa ettiler, hatta inşa ettikleri yüzde yüz.","Herhalde buraya üç katlı bir ev inşa ettiler, belki de inşa ettikleri yüzde yüz.",Herhalde buraya üç katlı bir ev inşa ettiler ama inşa ettikleri yüzde yüz değil.,"Buraya üç katlı bir ev inşa ettikleri yüzde yüz değil, hatta herhalde inşa etmediler.","Buraya üç katlı bir ev inşa ettikleri yüzde yüz değil, belki de inşa etmediler bile.","Buraya üç katlı bir ev inşa ettikleri yüzde yüz değil, ama herhalde inşa ettiler."
