scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
otuz-altmış,Otuz tablo bu evde boyandı.,Altmış tablo bu evde boyandı.,Otuz tablo bu evde boyanmadı.,Altmış tablo bu evde boyanmadı.,Otuzdan fazla tablo bu evde boyanmadı.,"Otuz tablo bu evde boyandı, hatta altmış tablo bu evde boyandı.","Otuz tablo bu evde boyandı, belki de altmış tablo bu evde boyandı.",Otuz tablo bu evde boyandı ama altmış tablo bu evde boyanmadı.,"Altmış tablo bu evde boyanmadı, hatta otuz tablo bu evde bile boyanmadı.","Altmış tablo bu evde boyanmadı, belki otuz tablo bu evde bile boyanmadı.",Altmış tablo bu evde boyanmadı ama otuz tablo bu evde boyandı.,Otuzdan az tablo bu evde boyandı.,En fazla yirmi dokuz tablo bu evde boyandı.,En az bir tane tablo bu evde boyandı.
otuz-altmış,İnternet üzerinden otuz kişiyi dolandırmışsınız.,İnternet üzerinden altmış kişiyi dolandırmışsınız.,İnternet üzerinden otuz kişiyi dolandırmamışsınız.,İnternet üzerinden altmış kişiyi dolandırmamışsınız.,İnternet üzerinden otuzdan fazla kişiyi dolandırmamışsınız.,"İnternet üzerinden otuz kişiyi dolandırmışsınız, hatta altmış kişiyi dolandırmışsınız.","İnternet üzerinden otuz kişiyi dolandırmışsınız, belki de altmış kişiyi dolandırmışsınız.",İnternet üzerinden otuz kişiyi dolandırmışsınız ama altmış kişiyi dolandırmamışsınız.,"İnternet üzerinden altmış kişiyi dolandırmamışsınız, hatta otuz kişiyi bile dolandırmamışsınız.","İnternet üzerinden altmış kişiyi dolandırmamışsınız, belki otuz kişiyi bile dolandırmamışsınız.",İnternet üzerinden altmış kişiyi dolandırmamışsınız ama otuz kişiyi dolandırmışsınız.,İnternet üzerinden otuzdan az kişiyi dolandırmışsınız.,İnternet üzerinden en fazla yirmi dokuz kişiyi dolandırmışsınız.,İnternet üzerinden en az bir tane kişiyi dolandırmışsınız.
otuz-altmış,Otuz kişiye bu kitabı önerdim.,Altmış kişiye bu kitabı önerdim.,Otuz kişiye bu kitabı önermedim.,Altmış kişiye bu kitabı önermedim.,Otuzdan fazla kişiye bu kitabı önermedim.,"Otuz kişiye bu kitabı önerdim, hatta altmış kişiye bu kitabı önerdim.","Otuz kişiye bu kitabı önerdim, belki de altmış kişiye bu kitabı önerdim.",Otuz kişiye bu kitabı önerdim ama altmış kişiye bu kitabı önermedim.,"Altmış kişiye bu kitabı önermedim, hatta otuz kişiye bile bu kitabı önermedim.","Altmış kişiye bu kitabı önermedim, belki otuz kişiye bile bu kitabı önermedim.",Altmış kişiye bu kitabı önermedim ama otuz kişiye bu kitabı önerdim.,Otuzdan az kişiye bu kitabı önerdim.,En fazla yirmi dokuz kişiye bu kitabı önerdim.,En az bir tane kişiye bu kitabı önerdim.
otuz-altmış,Geminin güvertesinde otuz kişi eğleniyordu.,Geminin güvertesinde altmış kişi eğleniyordu.,Geminin güvertesinde otuz kişi eğlenmiyordu.,Geminin güvertesinde altmış kişi eğlenmiyordu.,Geminin güvertesinde otuzdan fazla kişi eğlenmiyordu.,"Geminin güvertesinde otuz kişi eğleniyordu, hatta altmış kişi eğleniyordu.","Geminin güvertesinde otuz kişi eğleniyordu, belki de altmış kişi eğleniyordu.",Geminin güvertesinde otuz kişi eğleniyordu ama altmış kişi eğlenmiyordu.,"Geminin güvertesinde altmış kişi eğlenmiyordu, hatta otuz kişi bile eğlenmiyordu.","Geminin güvertesinde altmış kişi eğlenmiyordu, belki otuz kişi bile eğlenmiyordu.",Geminin güvertesinde altmış kişi eğlenmiyordu ama otuz kişi eğleniyordu.,Geminin güvertesinde otuzdan az kişi eğleniyordu.,Geminin güvertesinde en fazla yirmi dokuz kişi eğleniyordu.,Geminin güvertesinde en az bir tane kişi eğleniyordu.
otuz-altmış,Otuz kişinin bilgileri emniyette.,Altmış kişinin bilgileri emniyette.,Otuz kişinin bilgileri emniyette değil.,Altmış kişinin bilgileri emniyette değil.,Otuzdan fazla kişinin bilgileri emniyette değil.,"Otuz kişinin bilgileri emniyette, hatta altmış kişinin bilgileri emniyette.","Otuz kişinin bilgileri emniyette, belki de altmış kişinin bilgileri emniyette.",Otuz kişinin bilgileri emniyette ama altmış kişinin bilgileri emniyette değil.,"Altmış kişinin bilgileri emniyette değil, hatta otuz kişinin bile bilgileri emniyette değil.","Altmış kişinin bilgileri emniyette değil, belki otuz kişinin bile bilgileri emniyette değil.",Altmış kişinin bilgileri emniyette değil ama otuz kişinin bilgileri emniyette.,Otuzdan az kişinin bilgileri emniyette.,En fazla yirmi dokuz kişinin bilgileri emniyette.,En az bir tane kişinin bilgileri emniyette.
otuz-altmış,Soruşturmada otuz kişi gözaltına alındı.,Soruşturmada altmış kişi gözaltına alındı.,Soruşturmada otuz kişi gözaltına alınmadı.,Soruşturmada altmış kişi gözaltına alınmadı.,Soruşturmada otuzdan fazla kişi gözaltına alınmadı.,"Soruşturmada otuz kişi gözaltına alındı, hatta altmış kişi gözaltına alındı.","Soruşturmada otuz kişi gözaltına alındı, belki de altmış kişi gözaltına alındı.",Soruşturmada otuz kişi gözaltına alındı ama altmış kişi gözaltına alınmadı.,"Soruşturmada altmış kişi gözaltına alınmadı, hatta otuz kişi bile gözaltına alınmadı.","Soruşturmada altmış kişi gözaltına alınmadı, belki otuz kişi bile gözaltına alınmadı.",Soruşturmada altmış kişi gözaltına alınmadı ama otuz kişi gözaltına alındı.,Soruşturmada otuzdan az kişi gözaltına alındı.,Soruşturmada en fazla yirmi dokuz kişi gözaltına alındı.,Soruşturmada en az bir tane kişi gözaltına alındı.
otuz-altmış,Şirket otuz çalışanını işinden kovdu.,Şirket altmış çalışanını işinden kovdu.,Şirket otuz çalışanını işinden çıkarmadı.,Şirket altmış çalışanını işinden çıkarmadı.,Şirket otuzdan fazla çalışanını işinden çıkarmadı.,"Şirket otuz çalışanını işinden kovdu, hatta altmış çalışanını işinden kovdu.","Şirket otuz çalışanını işinden kovdu, belki de altmış çalışanını işinden kovdu.",Şirket otuz çalışanını işinden kovdu ama altmış çalışanını işinden çıkarmadı.,"Şirket altmış çalışanını işinden çıkarmadı, hatta otuz çalışanını bile işinden çıkarmadı.","Şirket altmış çalışanını işinden çıkarmadı, belki otuz çalışanını bile işinden çıkarmadı.",Şirket altmış çalışanını işinden çıkarmadı ama otuz çalışanını işinden kovdu.,Şirket otuzdan az çalışanını işinden çıkardı.,Şirket en fazla yirmi dokuz çalışanını işinden çıkardı.,Şirket en az bir tane çalışanını işinden çıkardı.
otuz-altmış,Bu filmi otuz kişi izledi.,Bu filmi altmış kişi izledi.,Bu filmi otuz kişi izlemedi.,Bu filmi altmış kişi izlemedi.,Bu filmi otuzdan fazla kişi izlemedi.,"Bu filmi otuz kişi izledi, hatta altmış kişi izledi.","Bu filmi otuz kişi izledi, belki de altmış kişi izledi.",Bu filmi otuz kişi izledi ama altmış kişi izlemedi.,"Bu filmi altmış kişi izlemedi, hatta otuz kişi bile izlemedi.","Bu filmi altmış kişi izlemedi, belki otuz kişi bile izlemedi.",Bu filmi altmış kişi izlemedi ama otuz kişi izledi.,Bu filmi otuzdan az kişi izledi.,Bu filmi en fazla yirmi dokuz kişi izledi.,Bu filmi en az bir tane kişi izledi.
otuz-altmış,Bu sene otuz kişi mezun olacak.,Bu sene altmış kişi mezun olacak.,Bu sene otuz kişi mezun olmayacak.,Bu sene altmış kişi mezun olmayacak.,Bu sene otuz kişiden fazlası mezun olmayacak.,"Bu sene otuz kişi mezun olacak, hatta altmış kişi mezun olacak.","Bu sene otuz kişi mezun olacak, belki de altmış kişi mezun olacak.",Bu sene otuz kişi mezun olacak ama altmış kişi mezun olmayacak.,"Bu sene altmış kişi mezun olmayacak, hatta otuz kişi bile mezun olmayacak.","Bu sene altmış kişi mezun olmayacak, belki otuz kişi bile mezun olmayacak.",Bu sene altmış kişi mezun olmayacak ama otuz kişi mezun olacak.,Bu sene otuzdan az kişi mezun olacak.,Bu sene en fazla yirmi dokuz kişi mezun olacak.,Bu sene en az bir tane kişi mezun olacak.
otuz-altmış,Bu proje için otuz kişi seçilecek.,Bu proje için altmış kişi seçilecek.,Bu proje için otuz kişi seçilmeyecek.,Bu proje için altmış kişi seçilmeyecek.,Bu proje için otuz kişiden fazlası seçilmeyecek.,"Bu proje için otuz kişi seçilecek, hatta altmış kişi seçilecek.","Bu proje için otuz kişi seçilecek, belki de altmış kişi seçilecek.",Bu proje için otuz kişi seçilecek ama altmış kişi seçilmeyecek.,"Bu proje için altmış kişi seçilmeyecek, hatta otuz kişi bile seçilmeyecek.","Bu proje için altmış kişi seçilmeyecek, belki otuz kişi bile seçilmeyecek.",Bu proje için altmış kişi seçilmeyecek ama otuz kişi seçilecek.,Bu proje için otuzdan az kişi seçilecek.,Bu proje için en fazla yirmi dokuz kişi seçilecek.,Bu proje için en az bir tane kişi seçilecek.
otuz-altmış,Şirket binasında otuz kat var.,Şirket binasında altmış kat var.,Şirket binasında otuz kat yok.,Şirket binasında altmış kat yok.,Şirket binasında otuz kattan fazlası yok.,"Şirket binasında otuz kat var, hatta altmış kat var.","Şirket binasında otuz kat var, belki de altmış kat var.",Şirket binasında otuz kat var ama altmış kat yok.,"Şirket binasında altmış kat yok, hatta otuz kat bile yok.","Şirket binasında altmış kat yok, belki otuz kat bile yok.",Şirket binasında altmış kat yok ama otuz kat var.,Şirket binasında otuzdan az kat var.,Şirket binasında en fazla yirmi dokuz kat var.,Şirket binasında en az bir tane kat var.
otuz-altmış,Ormanda otuz kulübe varmış.,Ormanda altmış kulübe varmış.,Ormanda otuz kulübe yokmuş.,Ormanda altmış kulübe yokmuş.,Ormanda otuz kulübeden fazlası yokmuş.,"Ormanda otuz kulübe varmış, hatta altmış kulübe varmış.","Ormanda otuz kulübe varmış, belki de altmış kulübe varmış.",Ormanda otuz kulübe varmış ama altmış kulübe yokmuş.,"Ormanda altmış kulübe yokmuş, hatta otuz kulübe bile yokmuş.","Ormanda altmış kulübe yokmuş, belki otuz kulübe bile yokmuş.",Ormanda altmış kulübe yokmuş ama otuz kulübe varmış.,Ormanda otuzdan az kulübe varmış.,Ormanda en fazla yirmi dokuz kulübe varmış.,Ormanda en az bir tane kulübe varmış.
elli-yetmiş,Büyük kamyonda elli litre benzin var.,Büyük kamyonda yetmiş litre benzin var.,Büyük kamyonda elli litre benzin yok.,Büyük kamyonda yetmiş litre benzin yok.,Büyük kamyonda elli litreden fazla benzin yok.,"Büyük kamyonda elli litre benzin var, hatta yetmiş litre benzin var.","Büyük kamyonda elli litre benzin var, belki de yetmiş litre benzin var.",Büyük kamyonda elli litre benzin var ama yetmiş litre benzin yok.,"Büyük kamyonda yetmiş litre benzin yok, hatta elli litre bile benzin yok.","Büyük kamyonda yetmiş litre benzin yok, belki elli litre bile benzin yok.",Büyük kamyonda yetmiş litre benzin yok ama elli litre benzin var.,Büyük kamyonda elli litreden az benzin var.,Büyük kamyonda en fazla kırk dokuz litre benzin var.,Büyük kamyonda en az bir litre benzin var.
elli-yetmiş,Bu yıl elli öğrenci mezun olacak.,Bu yıl yetmiş öğrenci mezun olacak.,Bu yıl elli öğrenci mezun olmayacak.,Bu yıl yetmiş öğrenci mezun olmayacak.,Bu yıl elli öğrenciden fazlası mezun olmayacak.,"Bu yıl elli öğrenci mezun olacak, hatta yetmiş öğrenci mezun olacak.","Bu yıl elli öğrenci mezun olacak, belki de yetmiş öğrenci mezun olacak.",Bu yıl elli öğrenci mezun olacak ama yetmiş öğrenci mezun olmayacak.,"Bu yıl yetmiş öğrenci mezun olmayacak, hatta elli öğrenci bile mezun olmayacak.","Bu yıl yetmiş öğrenci mezun olmayacak, belki elli öğrenci bile mezun olmayacak.",Bu yıl yetmiş öğrenci mezun olmayacak ama elli öğrenci mezun olacak.,Bu yıl elli öğrenciden azı mezun olacak.,Bu yıl en fazla kırk dokuz öğrenci mezun olacak.,Bu yıl en az bir tane öğrenci mezun olacak.
elli-yetmiş,Elli öğrenciyle ilgilenildi.,Yetmiş öğrenciyle ilgilenildi.,Elli öğrenciyle ilgilenilmedi.,Yetmiş öğrenciyle ilgilenilmedi.,Elli öğrenciden fazlasıyla ilgilenilmedi.,"Elli öğrenciyle ilgilenildi, hatta yetmiş öğrenciyle ilgilenildi.","Elli öğrenciyle ilgilenildi, belki de yetmiş öğrenciyle ilgilenildi.",Elli öğrenciyle ilgilenildi ama yetmiş öğrenciyle ilgilenilmedi.,"Yetmiş öğrenciyle ilgilenilmedi, hatta elli öğrenciyle bile ilgilenilmedi.","Yetmiş öğrenciyle ilgilenilmedi, belki elli öğrenciyle bile ilgilenilmedi.",Yetmiş öğrenciyle ilgilenilmedi ama elli öğrenciyle ilgilenildi.,Elli öğrenciden azıyla ilgilenildi.,En fazla kırk dokuz öğrenciyle ilgilenildi.,En az bir tane öğrenciyle ilgilenildi.
elli-yetmiş,Elli arabayı bu yöne yönlendirdim.,Yetmiş arabayı bu yöne yönlendirdim.,Elli arabayı bu yöne yönlendirmedim.,Yetmiş arabayı bu yöne yönlendirmedim.,Elli arabadan fazlasını bu yöne yönlendirmedim.,"Elli arabayı bu yöne yönlendirdim, hatta yetmiş arabayı bu yöne yönlendirdim.","Elli arabayı bu yöne yönlendirdim, belki de yetmiş arabayı bu yöne yönlendirdim.",Elli arabayı bu yöne yönlendirdim ama yetmiş arabayı bu yöne yönlendirmedim.,"Yetmiş arabayı bu yöne yönlendirmedim, hatta elli arabayı bile bu yöne yönlendirmedim.","Yetmiş arabayı bu yöne yönlendirmedim, belki elli arabayı bile bu yöne yönlendirmedim.",Yetmiş arabayı bu yöne yönlendirmedim ama elli arabayı bu yöne yönlendirdim.,Elli arabadan azını bu yöne yönlendirdim.,En fazla kırk dokuz arabayı bu yöne yönlendirdim.,En az bir tane arabayı bu yöne yönlendirdim.
elli-yetmiş,Elli kişi tiyatroda duygulanmış.,Yetmiş kişi tiyatroda duygulanmış.,Elli kişi tiyatroda duygulanmamış.,Yetmiş kişi tiyatroda duygulanmamış.,Elli kişiden fazla tiyatroda duygulanmamış.,"Elli kişi tiyatroda duygulanmış, hatta yetmiş kişi tiyatroda duygulanmış.","Elli kişi tiyatroda duygulanmış, belki de yetmiş kişi tiyatroda duygulanmış.",Elli kişi tiyatroda duygulanmış ama yetmiş kişi tiyatroda duygulanmamış.,"Yetmiş kişi tiyatroda duygulanmamış, hatta elli kişi bile tiyatroda duygulanmamış.","Yetmiş kişi tiyatroda duygulanmamış, belki elli kişi bile tiyatroda duygulanmamış.",Yetmiş kişi tiyatroda duygulanmamış ama elli kişi tiyatroda duygulanmış.,Elli kişiden azı tiyatroda duygulanmış.,En fazla kırk dokuz kişi tiyatroda duygulanmış.,En az bir tane kişi tiyatroda duygulanmış.
elli-yetmiş,Polis elli şüpheliyi sorguladı.,Polis yetmiş şüpheliyi sorguladı.,Polis elli şüpheliyi sorgulamadı.,Polis yetmiş şüpheliyi sorgulamadı.,Polis elli şüpheliden fazlasını sorgulamadı.,"Polis elli şüpheliyi sorguladı, hatta yetmiş şüpheliyi sorguladı.","Polis elli şüpheliyi sorguladı, belki de yetmiş şüpheliyi sorguladı.",Polis elli şüpheliyi sorguladı ama yetmiş şüpheliyi sorgulamadı.,"Polis yetmiş şüpheliyi sorgulamadı, hatta elli şüpheliyi bile sorgulamadı.","Polis yetmiş şüpheliyi sorgulamadı, belki elli şüpheliyi bile sorgulamadı.",Polis yetmiş şüpheliyi sorgulamadı ama elli şüpheliyi sorguladı.,Polis elli şüpheliden azını sorguladı.,Polis en fazla kırk dokuz şüpheliyi sorguladı.,Polis en az bir tane şüpheliyi sorguladı.
elli-yetmiş,Elli kişi bu kitabı sabırla bekledi.,Yetmiş kişi bu kitabı sabırla bekledi.,Elli kişi bu kitabı sabırla beklemedi.,Yetmiş kişi bu kitabı sabırla beklemedi.,Elli kişiden fazlası bu kitabı sabırla beklemedi.,"Elli kişi bu kitabı sabırla bekledi, hatta yetmiş kişi bu kitabı sabırla bekledi.","Elli kişi bu kitabı sabırla bekledi, belki de yetmiş kişi bu kitabı sabırla bekledi.",Elli kişi bu kitabı sabırla bekledi ama yetmiş kişi bu kitabı sabırla beklemedi.,"Yetmiş kişi bu kitabı sabırla beklemedi, hatta elli kişi bile bu kitabı sabırla beklemedi.","Yetmiş kişi bu kitabı sabırla beklemedi, belki elli kişi bile bu kitabı sabırla beklemedi.",Yetmiş kişi bu kitabı sabırla beklemedi ama elli kişi bu kitabı sabırla bekledi.,Elli kişiden azı bu kitabı sabırla bekledi.,En fazla kırk dokuz kişi bu kitabı sabırla bekledi.,En az bir tane kişi bu kitabı sabırla bekledi.
elli-yetmiş,Elli kişiye bu davetiye gönderildi.,Yetmiş kişiye bu davetiye gönderildi.,Elli kişiye bu davetiye gönderilmedi.,Yetmiş kişiye bu davetiye gönderilmedi.,Elli kişiden fazlasına bu davetiye gönderilmedi.,"Elli kişiye bu davetiye gönderildi, hatta yetmiş kişiye bu davetiye gönderildi.","Elli kişiye bu davetiye gönderildi, belki de yetmiş kişiye bu davetiye gönderildi.",Elli kişiye bu davetiye gönderildi ama yetmiş kişiye bu davetiye gönderilmedi.,"Yetmiş kişiye bu davetiye gönderilmedi, hatta elli kişiye bile bu davetiye gönderilmedi.","Yetmiş kişiye bu davetiye gönderilmedi, belki elli kişiye bile bu davetiye gönderilmedi.",Yetmiş kişiye bu davetiye gönderilmedi ama elli kişiye bu davetiye gönderildi.,Elli kişiden azına bu davetiye gönderildi.,En fazla kırk dokuz kişiye bu davetiye gönderildi.,En az bir tane kişiye bu davetiye gönderildi.
elli-yetmiş,Projeyi elli yatırımcıya açıklamıştınız.,Projeyi yetmiş yatırımcıya açıklamıştınız.,Projeyi elli yatırımcıya açıklamamıştınız.,Projeyi yetmiş yatırımcıya açıklamamıştınız.,Projeyi elli yatırımcıdan fazlasına açıklamamıştınız.,"Projeyi elli yatırımcıya açıklamıştınız, hatta yetmiş yatırımcıya açıklamıştınız.","Projeyi elli yatırımcıya açıklamıştınız, belki de yetmiş yatırımcıya açıklamıştınız.",Projeyi elli yatırımcıya açıklamıştınız ama yetmiş yatırımcıya açıklamamıştınız.,"Projeyi yetmiş yatırımcıya açıklamamıştınız, hatta elli yatırımcıya bile açıklamamıştınız.","Projeyi yetmiş yatırımcıya açıklamamıştınız, belki elli yatırımcıya bile açıklamamıştınız.",Projeyi yetmiş yatırımcıya açıklamamıştınız ama elli yatırımcıya açıklamıştınız.,Projeyi elli yatırımcıdan azına açıklamıştınız.,Projeyi en fazla kırk dokuz yatırımcıya açıklamıştınız.,Projeyi en az bir tane yatırımcıya açıklamıştınız.
elli-yetmiş,Faaliyetleri elli kişi yönetti.,Faaliyetleri yetmiş kişi yönetti.,Faaliyetleri elli kişi yönetmedi.,Faaliyetleri yetmiş kişi yönetmedi.,Faaliyetleri elli kişiden fazlası yönetmedi.,"Faaliyetleri elli kişi yönetti, hatta yetmiş kişi yönetti.","Faaliyetleri elli kişi yönetti, belki de yetmiş kişi yönetti.",Faaliyetleri elli kişi yönetti ama yetmiş kişi yönetmedi.,"Faaliyetleri yetmiş kişi yönetmedi, hatta elli kişi bile yönetmedi.","Faaliyetleri yetmiş kişi yönetmedi, belki elli kişi bile yönetmedi.",Faaliyetleri yetmiş kişi yönetmedi ama elli kişi yönetti.,Faaliyetleri elli kişiden azı yönetti.,Faaliyetleri en fazla kırk dokuz kişi yönetti.,Faaliyetleri en az bir tane kişi yönetti.
elli-yetmiş,Elli kişi yükümü hafifletti.,Yetmiş kişi yükümü hafifletti.,Elli kişi yükümü hafifletmedi.,Yetmiş kişi yükümü hafifletmedi.,Elli kişiden fazlası yükümü hafifletmedi.,"Elli kişi yükümü hafifletti, hatta yetmiş kişi yükümü hafifletti.","Elli kişi yükümü hafifletti, belki de yetmiş kişi yükümü hafifletti.",Elli kişi yükümü hafifletti ama yetmiş kişi yükümü hafifletmedi.,"Yetmiş kişi yükümü hafifletmedi, hatta elli kişi bile yükümü hafifletmedi.","Yetmiş kişi yükümü hafifletmedi, belki elli kişi bile yükümü hafifletmedi.",Yetmiş kişi yükümü hafifletmedi ama elli kişi hafifletti.,Elli kişiden azı yükümü hafifletti.,En fazla kırk dokuz kişi yükümü hafifletti.,En az bir tane kişi yükümü hafifletti.
elli-yetmiş,Elli kişi bana onu hatırlattı.,Yetmiş kişi bana onu hatırlattı.,Elli kişi bana onu hatırlatmadı.,Yetmiş kişi bana onu hatırlatmadı.,Elli kişiden fazlası bana onu hatırlatmadı.,"Elli kişi bana onu hatırlattı, hatta yetmiş kişi bana onu hatırlattı.","Elli kişi bana onu hatırlattı, belki de yetmiş kişi bana onu hatırlattı.",Elli kişi bana onu hatırlattı ama yetmiş kişi bana onu hatırlatmadı.,"Yetmiş kişi bana onu hatırlatmadı, hatta elli kişi bile bana onu hatırlatmadı.","Yetmiş kişi bana onu hatırlatmadı, belki elli kişi bile bana onu hatırlatmadı.",Yetmiş kişi bana onu hatırlatmadı ama elli kişi bana onu hatırlattı.,Elli kişiden azı bana onu hatırlattı.,En fazla kırk dokuz kişi bana onu hatırlattı.,En az bir tane kişi bana onu hatırlattı.
elli-yetmiş,Doğruyu elli kişi söyledi.,Doğruyu yetmiş kişi söyledi.,Doğruyu elli kişi söylemedi.,Doğruyu yetmiş kişi söylemedi.,Doğruyu elli kişiden fazlası söylemedi.,"Doğruyu elli kişi söyledi, hatta yetmiş kişi söyledi.","Doğruyu elli kişi söyledi, belki de yetmiş kişi söyledi.",Doğruyu elli kişi söyledi ama yetmiş kişi söylemedi.,"Doğruyu yetmiş kişi söylemedi, hatta elli kişi bile söylemedi.","Doğruyu yetmiş kişi söylemedi, belki elli kişi bile söylemedi.",Doğruyu yetmiş kişi söylemedi ama elli kişi söyledi.,Doğruyu elli kişiden azı söyledi.,Doğruyu en fazla kırk dokuz kişi söyledi.,Doğruyu en az bir tane kişi söyledi.
elli-yetmiş,Bizi elli kişi karşılaştırdı.,Bizi yetmiş kişi karşılaştırdı.,Bizi elli kişi karşılaştırmadı.,Bizi yetmiş kişi karşılaştırmadı.,Bizi elli kişiden fazlası karşılaştırmadı.,"Bizi elli kişi karşılaştırdı, hatta yetmiş kişi karşılaştırdı.","Bizi elli kişi karşılaştırdı, belki de yetmiş kişi karşılaştırdı.",Bizi elli kişi karşılaştırdı ama yetmiş kişi karşılaştırmadı.,"Bizi yetmiş kişi karşılaştırmadı, hatta elli kişi bile karşılaştırmadı.","Bizi yetmiş kişi karşılaştırmadı, belki elli kişi bile karşılaştırmadı.",Bizi yetmiş kişi karşılaştırmadı ama elli kişi karşılaştırdı.,Bizi elli kişiden azı karşılaştırdı.,Bizi en fazla kırk dokuz kişi karşılaştırdı.,Bizi en az bir tane kişi karşılaştırdı.
elli-yetmiş,Bu tankı elli kişi üretti.,Bu tankı yetmiş kişi üretti.,Bu tankı elli kişi üretmedi.,Bu tankı yetmiş kişi üretmedi.,Bu tankı elli kişiden fazlası üretmedi.,"Bu tankı elli kişi üretti, hatta yetmiş kişi üretti.","Bu tankı elli kişi üretti, belki de yetmiş kişi üretti.",Bu tankı elli kişi üretti ama yetmiş kişi üretmedi.,"Bu tankı yetmiş kişi üretmedi, hatta elli kişi bile üretmedi.","Bu tankı yetmiş kişi üretmedi, belki elli kişi bile üretmedi.",Bu tankı yetmiş kişi üretmedi ama elli kişi üretti.,Bu tankı elli kişiden azı üretti.,Bu tankı en fazla kırk dokuz kişi üretti.,Bu tankı en az bir tane kişi üretti.
elli-yetmiş,Bu konuda elli kişi uzlaştı.,Bu konuda yetmiş kişi uzlaştı.,Bu konuda elli kişi uzlaşmadı.,Bu konuda yetmiş kişi uzlaşmadı.,Bu konuda elli kişiden fazlası uzlaşmadı.,"Bu konuda elli kişi uzlaştı, hatta yetmiş kişi uzlaştı.","Bu konuda elli kişi uzlaştı, belki de yetmiş kişi uzlaştı.",Bu konuda elli kişi uzlaştı ama yetmiş kişi uzlaşmadı.,"Bu konuda yetmiş kişi uzlaşmadı, hatta elli kişi bile uzlaşmadı.","Bu konuda yetmiş kişi uzlaşmadı, belki elli kişi bile uzlaşmadı.",Bu konuda yetmiş kişi uzlaşmadı ama elli kişi uzlaştı.,Bu konuda elli kişiden azı uzlaştı.,Bu konuda en fazla kırk dokuz kişi uzlaştı.,Bu konuda en az bir tane kişi uzlaştı.
elli-yetmiş,Sizi bize elli kişi önerdi.,Sizi bize yetmiş kişi önerdi.,Sizi bize elli kişi önermedi.,Sizi bize yetmiş kişi önermedi.,Sizi bize elli kişiden fazlası önermedi.,"Sizi bize elli kişi önerdi, hatta yetmiş kişi önerdi.","Sizi bize elli kişi önerdi, belki de yetmiş kişi önerdi.",Sizi bize elli kişi önerdi ama yetmiş kişi önermedi.,"Sizi bize yetmiş kişi önermedi, hatta elli kişi bile önermedi.","Sizi bize yetmiş kişi önermedi, belki elli kişi bile önermedi.",Sizi bize yetmiş kişi önermedi ama elli kişi önerdi.,Sizi bize elli kişiden azı önerdi.,Sizi bize en fazla kırk dokuz kişi önerdi.,Sizi bize en az bir tane kişi önerdi.
elli-yetmiş,Elli siteye ulaşımımız engellendi.,Yetmiş siteye ulaşımımız engellendi.,Elli siteye ulaşımımız engellenmedi.,Yetmiş siteye ulaşımımız engellenmedi.,Elli siteden fazlasına ulaşımımız engellenmedi.,"Elli siteye ulaşımımız engellendi, hatta yetmiş siteye ulaşımımız engellendi.","Elli siteye ulaşımımız engellendi, belki de yetmiş siteye ulaşımımız engellendi.",Elli siteye ulaşımımız engellendi ama yetmiş siteye ulaşımımız engellenmedi.,"Yetmiş siteye ulaşımımız engellenmedi, hatta elli siteye bile ulaşımımız engellenmedi.","Yetmiş siteye ulaşımımız engellenmedi, belki elli siteye bile ulaşımımız engellenmedi.",Yetmiş siteye ulaşımımız engellenmedi ama elli siteye ulaşımımız engellendi.,Elli siteden azına ulaşımımız engellendi.,En fazla kırk dokuz siteye ulaşımımız engellendi.,En az bir tane siteye ulaşımımız engellendi.
elli-yetmiş,Sınıfta elli öğrenci vardı.,Sınıfta yetmiş öğrenci vardı.,Sınıfta elli öğrenci yoktu.,Sınıfta yetmiş öğrenci yoktu.,Sınıfta elli öğrenciden fazlası vardı.,"Sınıfta elli öğrenci vardı, hatta yetmiş öğrenci vardı.","Sınıfta elli öğrenci vardı, belki de yetmiş öğrenci vardı.",Sınıfta elli öğrenci vardı ama yetmiş öğrenci yoktu.,"Sınıfta yetmiş öğrenci yoktu, hatta elli öğrenci bile yoktu.","Sınıfta yetmiş öğrenci yoktu, belki elli öğrenci bile yoktu.",Sınıfta yetmiş öğrenci yoktu ama elli öğrenci vardı.,Sınıfta elli öğrenciden azı vardı.,Sınıfta en fazla kırk dokuz öğrenci vardı.,Sınıfta en az bir tane öğrenci vardı.
elli-yetmiş,Yalanlarına elli kişiyi çekti.,Yalanlarına yetmiş kişiyi çekti.,Yalanlarına elli kişiyi çekmedi.,Yalanlarına yetmiş kişiyi çekmedi.,Yalanlarına elli kişiden fazlasını çekmedi.,"Yalanlarına elli kişiyi çekti, hatta yetmiş kişiyi çekti.","Yalanlarına elli kişiyi çekti, belki de yetmiş kişiyi çekti.",Yalanlarına elli kişiyi çekti ama yetmiş kişiyi çekmedi.,"Yalanlarına yetmiş kişiyi çekmedi, hatta elli kişiyi bile çekmedi.","Yalanlarına yetmiş kişiyi çekmedi, belki elli kişiyi bile çekmedi.",Yalanlarına yetmiş kişiyi çekmedi ama elli kişiyi çekti.,Yalanlarına elli kişiden azını çekti.,Yalanlarına en fazla kırk dokuz kişiyi çekti.,Yalanlarına en az bir tane kişiyi çekti.
